Functions,cyclomatic_complexity
"public class GETMAX {

  int getMax(int offset, int len, int max) {
    int v = len < 0 ? max : offset + len;
    if (v < 0 || v > max) v = max;
    return v;
  }
}",3
"public class SECONDSTOTICKS {

    public static long secondsToTicks(double seconds){
        double t = seconds * 20; //20 ticks per second, in an ideal world.
        return Math.round(t);
    }
}",1
"public class BINROOT {
        private static double binRoot(double x) {
        double eps = 0.0001; // accuracy
        // do a binary search for it
        // find the square root of x using a binary search
        double lower = 0.0;
        double upper = x;
        double mid = 0.0;
            for (int i = 0; i < 100; i++) {
            mid = (lower + upper) / 2;
            // each time, if mid is too big
            // fix lower to mid
            // else fix upper to mid

            double cur = mid * mid;
            if (Math.abs(x - cur) < eps) {
                // System.out.println(""Converged to "" + cur + "" in "" + i + "" iterations"");
                return mid;
            }

            if (cur < x) // mid too small
                lower = mid;
            else // mid too big
                upper = mid;
        }
        return mid;
    }
}",4
"public class SQR {
        public static double sqr(double x) {
        return x * x;
    }
}",1
"public class Vocaltractcompensation {
   
    public double vocaltractcompensation(double freq, double formant, double bandWidth){
      double num, denom, aux, val;     
      aux = Math.pow((bandWidth/2), 2.0);
      num = Math.pow(formant, 2.0) + aux;
      denom = Math.sqrt( ( Math.pow((freq-formant), 2.0) + aux )*( Math.pow((freq+formant), 2.0) + aux) );
      val = (num/denom);
      if(val > 0.0)
        return (20 * Math.log10(val));
      else{
        System.out.println(""vocalTractCompensation: warning value < 0.0"");
        return 0.0;
      }      
    }
}",2
"public class SHORTTOULAW {

    public static byte shortToUlaw(short sample) {
        final int[] exp_lut = {0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,
                                   4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7};

        int sign, exponent, mantissa;
        short ulawbyte;

        final short CLIP = 32635;
        final short BIAS = 0x0084;

        /* Get the sample into sign-magnitude. */
        sign = (sample >> 8) & 0x80; /* set aside the sign */
        if ( sign != 0 ) {
            sample = (short) -sample; /* get magnitude */
        }
        if ( sample > CLIP ) sample = CLIP; /* clip the magnitude */

        /* Convert from 16 bit linear to ulaw. */
        sample = (short) (sample + BIAS);
        exponent = exp_lut[( sample >> 7 ) & 0xFF];
        mantissa = ( sample >> ( exponent + 3 ) ) & 0x0F;
        ulawbyte = (short)
            ((~ ( sign | ( exponent << 4 ) | mantissa)) & 0x00FF);
        if ( ulawbyte == 0 ) ulawbyte = 0x02; /* optional CCITT trap */
        // Now ulawbyte is an unsigned 8-bit entity.
        // Return as a (signed) byte:
        return (byte) (ulawbyte-128);
    }
}",4
"public class ULAWTOSHORT {

    public static short ulawToShort(byte ulaw) {
        short ulawbyte = (short) (ulaw + 128);
        final int[] exp_lut = { 0, 132, 396, 924, 1980, 4092, 8316, 16764 };
        int sign, exponent, mantissa;
        short sample;

        ulawbyte = (short) (ulawbyte & 0x00FF);
        ulawbyte = (short) (~ulawbyte);
        sign = ( ulawbyte & ((short) 0x80) );
        exponent = (int) ( (ulawbyte & (short) 0x00FF) >> 4 ) & 0x07;
        mantissa = ulawbyte & (short) 0x0F;
        sample = (short) (exp_lut[exponent] + (mantissa << (exponent + 3)));
        if ( sign != 0 ) sample = (short) (-sample);

        return sample;
    }
}",2
"public class QUANTIZE {

    public static short quantize( float f, float fMin, float fRange ) {
        return( (short)( ( (double)f - (double)fMin ) * 65535.0/((double)fRange) - 32768.0) );
    }
}",1
"public class UNQUANTIZE {

    public static float unQuantize( short s, float fMin, float fRange ) {
        return( (float)( ((double)(s) + 32768.0) * (double)fRange / 65535.0 - (double)fMin ) );
    }
}",1
"public class ISLETTERORMODIFIER {

    public static boolean isLetterOrModifier(int codePoint)
    {
        int type = Character.getType(codePoint);
        return type == Character.UPPERCASE_LETTER
            || type == Character.LOWERCASE_LETTER
            || type == Character.TITLECASE_LETTER
            || type == Character.MODIFIER_LETTER
            || type == Character.OTHER_LETTER
            || type == Character.NON_SPACING_MARK
            || type == Character.COMBINING_SPACING_MARK
            || type == Character.ENCLOSING_MARK;
    }
}",8
"public class ISDIGIT {

    public static boolean isDigit(char ch) {
	return ('0' <= ch && ch <= '9');
    }
}",2
"public class ISLETTER {

    private static boolean isLetter(char ch) {
        return (('a' <= ch && ch <= 'z') || ('A' <= ch && ch <= 'Z'));
    }
}",4
"public class ISUPPERCASELETTER {

    private static boolean isUppercaseLetter(char ch) {
        return ('A' <= ch && ch <= 'Z');
    }
}",2
"public class ISLOWERCASELETTER {

    private static boolean isLowercaseLetter(char ch) {
        return ('a' <= ch && ch <= 'z');
    }
}",2
"public class RAIL {

    private static int rail(int val)
    {
        return val > 19 ? 19 : val;
    }
}",1
"public class BYTESWAP {

    protected int byteswap(int val) {
        return (((val & 0xff000000) >>> 24) + ((val & 0x00ff0000) >>> 8) + ((val & 0x0000ff00) << 8) + ((val & 0x000000ff) << 24));
    }
}",1
"public class BYTESWAP {

    protected short byteswap(short val) {
        return ((short) ((((int) (val) & 0xff00) >>> 8) + (((int) (val) & 0x00ff) << 8)));
    }
}",1
"public class Cost {

        public double cost( double a, double b ) {
            return( a > b ? (a-b) : (b-a) );
            /* (Measuring which one is bigger replaces
             *  a costly Math.abs() operation.) */
        }
}",1
"public class HYPOT {
       public static double hypot(double a, double b) {

      double r;

      if (Math.abs(a) > Math.abs(b)) {

         r = b/a;

         r = Math.abs(a)*Math.sqrt(1+r*r);

      } else if (b != 0) {

         r = a/b;

         r = Math.abs(b)*Math.sqrt(1+r*r);

      } else {

         r = 0.0;

      }

      return r;

   }
}",3
"public class BANDWIDTH2KERNELLENGTH {

    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {

    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BANDWIDTH2KERNELLENGTH {

    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {

    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BANDWIDTH2KERNELLENGTH {

    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {

    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BANDWIDTH2KERNELLENGTH {

    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {

    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BYTESWAP {

    private static int byteswap( int val ) {
        return( ( (val & 0xff000000) >>> 24)
                 + ( (val & 0x00ff0000) >>> 8)
                 + ( (val & 0x0000ff00) << 8)
                 + ( (val & 0x000000ff) << 24) );
     }
}",1
"public class BYTESWAP {

     private static short byteswap( short val ) {
         return( (short)(
                 ( ((int)(val) & 0xff00) >>> 8 )
                 +
                 ( ((int)(val) & 0x00ff) << 8)
                 )
               );
     }
}",1
"public class TRIMTORANGE {

    public static double trimToRange(double untrimmedValue, double min, double max) {
        return Math.max(min, Math.min(max, untrimmedValue));
    }
}",1
"public class HZ2BARK {

    public static double hz2bark(double freqInHz)
    {
        // if should be: return 6 * asinh(f/600);
        double f = freqInHz/600;
        return 6 * Math.log( f + Math.sqrt((f*f)+1) );
    }
}",1
"public class Hexdigitpostfix {

    public boolean hexdigitpostfix(char ch) {
        switch (ch) {
            case 'A':
            case 'B':
            case 'C':
            case 'D':
            case 'E':
            case 'F':
            case 'a':
            case 'b':
            case 'c':
            case 'd':
            case 'e':
            case 'f':
                return true;
            default:
                return false;
        }
    }
}",2
"public class ZETASTATIC {

	static double zetastatic(long st, long n, double theta, double initialsum) {
		double sum = initialsum;
		for (long i = st; i < n; i++) {

			sum += 1 / (Math.pow(i + 1, theta));
		}

		// System.out.println(""countforzeta=""+countforzeta);

		return sum;
	}
}",2
"public class Getskycolorbytemp {

    public int getskycolorbytemp(float par1)
    {
        par1 /= 3F;

        if (par1 < -1F)
        {
            par1 = -1F;
        }

        if (par1 > 1.0F)
        {
            par1 = 1.0F;
        }

        return java.awt.Color.getHSBColor(0.6222222F - par1 * 0.05F, 0.5F + par1 * 0.1F, 1.0F).getRGB();
    }
}",3
"public class Getskycolorbytemp {

    public int getskycolorbytemp(float par1)
    {
        return 0;
    }
}",1
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return 0;
    }
}",1
"public class Getrendercolor {

    public int getrendercolor(int par1)
    {
        return 0xffffff;
    }
}",1
"public class ISBLOCKFOOTOFBED {

    public static boolean isBlockFootOfBed(int par0)
    {
        return (par0 & 8) != 0;
    }
}",1
"public class ISBEDOCCUPIED {

    public static boolean isBedOccupied(int par0)
    {
        return (par0 & 4) != 0;
    }
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 138;
        }

        return par1 != 0 ? 154 : 155;
    }
}",2
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class GETBLOCKFROMDYE {

    public static int getBlockFromDye(int par0)
    {
        return ~par0 & 0xf;
    }
}",1
"public class GETDYEFROMBLOCK {

    public static int getDyeFromBlock(int par0)
    {
        return ~par0 & 0xf;
    }
}",1
"public class GETDIRECTION {

    public static int getDirection(int par0)
    {
        return par0 & 3;
    }
}",1
"public class ISENDEREYEINSERTED {

    public static boolean isEnderEyeInserted(int par0)
    {
        return (par0 & 4) != 0;
    }
}",1
"public class ISFENCEGATEOPEN {

    public static boolean isFenceGateOpen(int par0)
    {
        return (par0 & 4) != 0;
    }
}",1
"public class GETFLUIDHEIGHTPERCENT {

    public static float getFluidHeightPercent(int par0)
    {
        if (par0 >= 8)
        {
            par0 = 0;
        }

        float f = (float)(par0 + 1) / 9F;
        return f;
    }
}",2
"public class Cancollidecheck {

    public boolean cancollidecheck(int par1, boolean par2)
    {
        return par2 && par1 == 0;
    }
}",2
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 0;
        }

        return par1 != 0 ? 3 : 2;
    }
}",2
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1 & 3;
    }
}",1
"public class Getrendercolor {

    public int getrendercolor(int par1)
    {
        return 0x208030;
    }
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 21;
        }

        if (par1 == 0)
        {
            return 21;
        }

        if (par2 == 1)
        {
            return 116;
        }

        if (par2 == 2)
        {
            return 117;
        }

        return par2 != 3 ? 20 : 153;
    }
}",5
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        return par1 != 1 && par1 != 0 ? 136 : 137;
    }
}",2
"public class Getblocktexturefromside {

    public int getblocktexturefromside(int par1)
    {
        return par1 != 1 && par1 != 0 ? 136 : 137;
    }
}",2
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 78;
        }

        return par1 != 0 ? 77 : 2;
    }
}",2
"public class GETORIENTATION {

    public static int getOrientation(int par0)
    {
        return par0 & 7;
    }
}",1
"public class ISEXTENDED {

    public static boolean isExtended(int par0)
    {
        return (par0 & 8) != 0;
    }
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1 || par1 == 0 && (par2 == 1 || par2 == 2))
        {
            return 176;
        }

        if (par1 == 0)
        {
            return 208;
        }

        if (par2 == 1)
        {
            return 229;
        }

        return par2 != 2 ? 192 : 230;
    }
}",7
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1 & 3;
    }
}",1
"public class Getrendercolor {

    public int getrendercolor(int par1)
    {
        int i = par1 * 32;
        int j = 255 - par1 * 8;
        int k = par1 * 4;
        return i << 16 | j << 8 | k;
    }
}",1
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1 & 7;
    }
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        switch (par2)
        {
            default:
                return 54;

            case 1:
                return 100;

            case 2:
                return 101;

            case 3:
                return 213;
        }
    }
}",2
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        switch (par2)
        {
            default:
                return 4;

            case 1:
                return 198;

            case 2:
                return 214;

            case 3:
                return 199;
        }
    }
}",2
"public class DAMAGEDROPPED {

    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class CHUNKXZ2INT {

    public static long chunkXZ2Int(int par0, int par1)
    {
        long l = par0;
        long l1 = par1;
        return l & 0xffffffffL | (l1 & 0xffffffffL) << 32;
    }
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2)
    {
        return true;
    }
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2)
    {
        return true;
    }
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2)
    {
        return true;
    }
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2)
    {
        return true;
    }
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2)
    {
        return true;
    }
}",1
"public class GETVILLAGERTYPE {

    protected int getVillagerType(int par1)
    {
        return 0;
    }
}",1
"public class GETVILLAGERTYPE {

    protected int getVillagerType(int par1)
    {
        return 2;
    }
}",1
"public class GETVILLAGERTYPE {

    protected int getVillagerType(int par1)
    {
        return par1 != 0 ? 0 : 4;
    }
}",1
"public class GETVILLAGERTYPE {

    protected int getVillagerType(int par1)
    {
        return 1;
    }
}",1
"public class GETVILLAGERTYPE {

    protected int getVillagerType(int par1)
    {
        return 3;
    }
}",1
"public class Getheightvalue {

    public int getheightvalue(int par1, int par2)
    {
        return 0;
    }
}",1
"public class Getblockid {

    public int getblockid(int par1, int par2, int par3)
    {
        return 0;
    }
}",1
"public class Setblockidwithmetadata {

    public boolean setblockidwithmetadata(int par1, int par2, int par3, int i, int j)
    {
        return true;
    }
}",1
"public class Setblockid {

    public boolean setblockid(int par1, int par2, int par3, int i)
    {
        return true;
    }
}",1
"public class Getblockmetadata {

    public int getblockmetadata(int par1, int par2, int par3)
    {
        return 0;
    }
}",1
"public class Setblockmetadata {

    public boolean setblockmetadata(int par1, int par2, int par3, int i)
    {
        return false;
    }
}",1
"public class Getblocklightvalue {

    public int getblocklightvalue(int par1, int par2, int par3, int i)
    {
        return 0;
    }
}",1
"public class Canblockseethesky {

    public boolean canblockseethesky(int par1, int par2, int par3)
    {
        return false;
    }
}",1
"public class Needssaving {

    public boolean needssaving(boolean par1)
    {
        return false;
    }
}",1
"public class Getarelevelsempty {

    public boolean getarelevelsempty(int par1, int par2)
    {
        return true;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1 + par1 * 10;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1 + (par1 - 1) * 10;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 20;
    }
}",1
"public class Getmaxenchantability {

    public int getmaxenchantability(int par1)
    {
        return 50;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 20;
    }
}",1
"public class Getmaxenchantability {

    public int getmaxenchantability(int par1)
    {
        return 50;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 12 + (par1 - 1) * 20;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1 + 15 * (par1 - 1);
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 5 + (par1 - 1) * 10;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 10 + 20 * (par1 - 1);
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 5 + 20 * (par1 - 1);
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 20 + (par1 - 1) * 12;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 10 * par1;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 25;
    }
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1;
    }
}",1
"public class Getbrightness {

    public float getbrightness(float par1)
    {
        return 1.0F;
    }
}",1
"public class Getblockpathweight {

    public float getblockpathweight(int par1, int par2, int par3)
    {
        return 0.0F;
    }
}",1
"public class SIMPLIFYANGLE {

    private float simplifyAngle(double par1)
    {
        for (; par1 >= 180D; par1 -= 360D) { }

        for (; par1 < -180D; par1 += 360D) { }

        return (float)par1;
    }
}",3
"public class Getbrightness {

    public float getbrightness(float par1)
    {
        return 1.0F;
    }
}",1
"public class Getbrightness {

    public float getbrightness(float par1)
    {
        return 1.0F;
    }
}",1
"public class DECREASEAIRSUPPLY {

    protected int decreaseAirSupply(int par1)
    {
        return par1;
    }
}",1
"public class Getbrightness {

    public float getbrightness(float par1)
    {
        return 1.0F;
    }
}",1
"public class DECREASEAIRSUPPLY {

    protected int decreaseAirSupply(int par1)
    {
        return par1 - 1;
    }
}",1
"public class UPDATEROTATION {

    private float updateRotation(float par1, float par2, float par3)
    {
        float f;

        for (f = par2 - par1; f < -180F; f += 360F) { }

        for (; f >= 180F; f -= 360F) { }

        if (f > par3)
        {
            f = par3;
        }

        if (f < -par3)
        {
            f = -par3;
        }

        return par1 + f;
    }
}",5
"public class Getbrightness {

    public float getbrightness(float par1)
    {
        return 1.0F;
    }
}",1
"public class GETXPSPLIT {

    public static int getXPSplit(int par0)
    {
        if (par0 >= 2477)
        {
            return 2477;
        }

        if (par0 >= 1237)
        {
            return 1237;
        }

        if (par0 >= 617)
        {
            return 617;
        }

        if (par0 >= 307)
        {
            return 307;
        }

        if (par0 >= 149)
        {
            return 149;
        }

        if (par0 >= 73)
        {
            return 73;
        }

        if (par0 >= 37)
        {
            return 37;
        }

        if (par0 >= 17)
        {
            return 17;
        }

        if (par0 >= 7)
        {
            return 7;
        }

        return par0 < 3 ? 1 : 3;
    }
}",10
"public class GETHOVERSTATE {

    protected int getHoverState(boolean par1)
    {
        return 0;
    }
}",1
"public class ISSELECTED {

    protected boolean isSelected(int par1)
    {
        return false;
    }
}",1
"public class ISSELECTED {

    protected boolean isSelected(int par1)
    {
        return false;
    }
}",1
"public class COMPUTEHASH {

    private static int computeHash(int par0)
    {
        par0 ^= par0 >>> 20 ^ par0 >>> 12;
        return par0 ^ par0 >>> 7 ^ par0 >>> 4;
    }
}",1
"public class GETSLOTINDEX {

    private static int getSlotIndex(int par0, int par1)
    {
        return par0 & par1 - 1;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return 0;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1 | 4;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return 7;
    }
}",1
"public class ISSPLASH {

    public static boolean isSplash(int par0)
    {
        return (par0 & 0x4000) != 0;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1;
    }
}",1
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1;
    }
}",1
"public class HASH {

    private static int hash(int par0)
    {
        par0 ^= par0 >>> 20 ^ par0 >>> 12;
        return par0 ^ par0 >>> 7 ^ par0 >>> 4;
    }
}",1
"public class GETHASHINDEX {

    private static int getHashIndex(int par0, int par1)
    {
        return par0 & par1 - 1;
    }
}",1
"public class FLOOR_FLOAT {

    public static int floor_float(float par0)
    {
        int i = (int)par0;
        return par0 >= (float)i ? i : i - 1;
    }
}",1
"public class FLOOR_DOUBLE {

    public static int floor_double(double par0)
    {
        int i = (int)par0;
        return par0 >= (double)i ? i : i - 1;
    }
}",1
"public class FLOOR_DOUBLE_LONG {

    public static long floor_double_long(double par0)
    {
        long l = (long)par0;
        return par0 >= (double)l ? l : l - 1L;
    }
}",1
"public class CLAMP_INT {

    public static int clamp_int(int par0, int par1, int par2)
    {
        if (par0 < par1)
        {
            return par1;
        }

        if (par0 > par2)
        {
            return par2;
        }
        else
        {
            return par0;
        }
    }
}",3
"public class CLAMP_FLOAT {

    public static float clamp_float(float par0, float par1, float par2)
    {
        if (par0 < par1)
        {
            return par1;
        }

        if (par0 > par2)
        {
            return par2;
        }
        else
        {
            return par0;
        }
    }
}",3
"public class ABS_MAX {

    public static double abs_max(double par0, double par2)
    {
        if (par0 < 0.0D)
        {
            par0 = -par0;
        }

        if (par2 < 0.0D)
        {
            par2 = -par2;
        }

        return par0 <= par2 ? par2 : par0;
    }
}",3
"public class BUCKETINT {

    public static int bucketInt(int par0, int par1)
    {
        if (par0 < 0)
        {
            return -((-par0 - 1) / par1) - 1;
        }
        else
        {
            return par0 / par1;
        }
    }
}",2
"public class UPDATEROTATIONS {

    private float updateRotations(double par1)
    {
        for (; par1 >= 180D; par1 -= 360D) { }

        for (; par1 < -180D; par1 += 360D) { }

        return (float)par1;
    }
}",3
"public class Isready {

    public boolean isready(int par1, int par2)
    {
        return par1 >= 1;
    }
}",1
"public class CHECKFLAG {

    public static boolean checkFlag(int par0, int par1)
    {
        return (par0 & 1 << par1) != 0;
    }
}",1
"public class COUNTSETFLAGS {

    private static int countSetFlags(int par0)
    {
        int i;

        for (i = 0; par0 > 0; i++)
        {
            par0 &= par0 - 1;
        }

        return i;
    }
}",2
"public class OUTOFBOUNDS {

    private boolean outOfBounds(int par1, int par2)
    {
        return par1 < 0 || par1 >= 32 || par2 < 0 || par2 >= 32;
    }
}",4
"public class GETAOBRIGHTNESS {

    private int getAoBrightness(int par1, int par2, int par3, int par4)
    {
        if (par1 == 0)
        {
            par1 = par4;
        }

        if (par2 == 0)
        {
            par2 = par4;
        }

        if (par3 == 0)
        {
            par3 = par4;
        }

        return par1 + par2 + par3 + par4 >> 2 & 0xff00ff;
    }
}",4
"public class RENDERITEMIN3D {

    public static boolean renderItemIn3d(int par0)
    {
        if (par0 == 0)
        {
            return true;
        }

        if (par0 == 13)
        {
            return true;
        }

        if (par0 == 10)
        {
            return true;
        }

        if (par0 == 11)
        {
            return true;
        }

        if (par0 == 27)
        {
            return true;
        }

        if (par0 == 22)
        {
            return true;
        }

        if (par0 == 21)
        {
            return true;
        }

        return par0 == 16;
    }
}",8
"public class ALPHABLEND {

    private int alphaBlend(int par1, int par2)
    {
        int i = (par1 & 0xff000000) >> 24 & 0xff;
        int j = (par2 & 0xff000000) >> 24 & 0xff;
        char c = '\377';

        if (i + j < 255)
        {
            c = '\0';
            i = 1;
            j = 1;
        }
        else if (i > j)
        {
            i = 255;
            j = 1;
        }
        else
        {
            i = 1;
            j = 255;
        }

        int k = (par1 >> 16 & 0xff) * i;
        int l = (par1 >> 8 & 0xff) * i;
        int i1 = (par1 & 0xff) * i;
        int j1 = (par2 >> 16 & 0xff) * j;
        int k1 = (par2 >> 8 & 0xff) * j;
        int l1 = (par2 & 0xff) * j;
        int i2 = (k + j1) / (i + j);
        int j2 = (l + k1) / (i + j);
        int k2 = (i1 + l1) / (i + j);
        return c << 24 | i2 << 16 | j2 << 8 | k2;
    }
}",3
"public class Gettemperatureatheight {

    public float gettemperatureatheight(float par1, int par2)
    {
        return par1;
    }
}",1
"public class Tickupdates {

    public boolean tickupdates(boolean par1)
    {
        return false;
    }
}",1
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3)
    {
        int i = (int)(par1 % 24000L);
        float f = ((float)i + par3) / 24000F - 0.25F;

        if (f < 0.0F)
        {
            f++;
        }

        if (f > 1.0F)
        {
            f--;
        }

        float f1 = f;
        f = 1.0F - (float)((Math.cos((double)f * Math.PI) + 1.0D) / 2D);
        f = f1 + (f - f1) / 3F;
        return f;
    }
}",3
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3)
    {
        return 0.0F;
    }
}",1
"public class Cancoordinatebespawn {

    public boolean cancoordinatebespawn(int par1, int par2)
    {
        return false;
    }
}",1
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3)
    {
        return 0.5F;
    }
}",1
"public class TOMAPUNIT {

	public static int toMapUnit(double l) {
		double DELTA = 360.0D / (1 << 24) / 2; //Correct rounding
		if (l > 0)
			return (int) ((l + DELTA) * (1 << 24)/360);
		else
			return (int) ((l - DELTA) * (1 << 24)/360);
	}
}",2
"public class TODEGREES {

	public static double toDegrees(int val) {
		return (double) val * (360.0 / (1 << 24));
	}
}",1
"public class GETBYTEOFFSET {

	private int getByteOffset(int boff) {
		return boff/8;
	}
}",1
"public class GETSUBTYPEORTYPEFROMFULLTYPE {

	public static int getSubtypeOrTypeFromFullType(int fullType) {
		return fullType & 0xff;
	}
}",1
"public class ALPHAROUND4 {

	static int alphaRound4(int alpha) {
		int top = (alpha >> 4) & 0xf;
		int low = alpha & 0xf;

		int diff = low-top;
		if (diff > 8)
			top++;
		else if (diff < -8)
			top--;
		return top;
	}
}",3
"public class TOYEARCODE {

	private byte toYearCode(int y) {
		return (byte) (y - 1900);
	}
}",1
