"Function","cyclomatic_complexity"
"public class Sgn {

  public static int sgn(float f) {
    if (f > 0) {
      return 1;
    } else if (f < 0) {
      return -1;
    }
    return 0;
  }
}","3"
"public class Clamp {

  public static float clamp(float val, float min, float max) {
    if (val < min) return min;
    if (val > max) return max;
    return val;
  }
}","3"
"public class Clamp {

  public static int clamp(int val, int min, int max) {
    if (val < min) return min;
    if (val > max) return max;
    return val;
  }
}","3"
"public class Distance {

	public static double distance(double lat1, double lon1, double lat2, double lon2) {
		// earth radius
		final double radius = 6378140;
		
		// scale factor between root-squared-lat-lon distance and distance in meters
		double latScaleFactor = 2 * Math.PI * radius / 360;
		double lonScaleFactor = 2 * Math.PI * (radius * Math.cos(Math.toRadians(lat1))) / 360;
		
		return Math.sqrt(
				Math.pow((lat1 - lat2) * latScaleFactor, 2) + 
				Math.pow((lon1 - lon2) * lonScaleFactor, 2));
	}
}","1"
"public class Getnextsquarenumberabove {

	public static int getnextsquarenumberabove(final float factor){
		int out = 0;
		int cur = 1;
		int i = 1;
		while(true){
			if(cur > factor)
				return out;
			
			out = i;
			cur *= 2;
			i++;
		}
	}
}","3"
"public class Gettype {

	public short gettype(int x, int y)
	{
		return 0;
	}
}","1"
"public class Getheight {

	public short getheight(int x, int y, int z)
	{
		return (short) z;
	}
}","1"
"public class Getnswe {

	public short getnswe(int x, int y, int z)
	{
		return 15;
	}
}","1"
"public class Getblock {

	public static int getblock(int geo_pos)
	{
		return (geo_pos >> 3) % 256;
	}
}","1"
"public class Getcell {

	public static int getcell(int geo_pos)
	{
		return geo_pos % 8;
	}
}","1"
"public class Getskillhashcode {

	public static int getskillhashcode(int skillId, int skillLevel)
	{
		return skillId * 1021 + skillLevel;
	}
}","1"
"public class Getnodepos {

	public short getnodepos(int geo_pos)
	{
		return (short) (geo_pos >> 3); //OK?
	}
}","1"
"public class Getnodeblock {

	public short getnodeblock(int node_pos)
	{
		return (short) (node_pos % 256);
	}
}","1"
"public class Calculatedistance {

	public static double calculatedistance(int x1, int y1, int z1, int x2, int y2, int z2, boolean includeZAxis)
	{
		double dx = (double) x1 - x2;
		double dy = (double) y1 - y2;
		
		if (includeZAxis)
		{
			double dz = z1 - z2;
			return Math.sqrt(dx * dx + dy * dy + dz * dz);
		}
		else
			return Math.sqrt(dx * dx + dy * dy);
	}
}","2"
"public class Roundto {

	public static float roundto(float number, int numPlaces)
	{
		if (numPlaces <= 1)
			return Math.round(number);
		
		float exponent = (float) Math.pow(10, numPlaces);
		
		return Math.round(number * exponent) / exponent;
	}
}","2"
"public class Isvowel {

  public boolean isvowel( char value ) {
    return (value == 'a') ||
           (value == 'e') ||
           (value == 'i') ||
           (value == 'o') ||
           (value == 'u') ;
  }
}","5"
"public class Normalize {

  protected int normalize(int c) {
    return c;
  }
}","1"
"public class Hash1 {

  public long hash1(char c) {
    final long p = 1099511628211L;
    long hash = 0xcbf29ce484222325L;
    hash = (hash ^ (c & 0x00FF)) * p;
    hash = (hash ^ (c >> 8)) * p;
    hash += hash << 13;
    hash ^= hash >> 7;
    hash += hash << 3;
    hash ^= hash >> 17;
    hash += hash << 5;
    return hash;
  }
}","1"
"public class Hash2 {

  public int hash2(char c) {
    int hash = 5381;

    /* hash 33 + c */
    hash = ((hash << 5) + hash) + c & 0x00FF;
    hash = ((hash << 5) + hash) + c >> 8;

    return hash;
  }
}","1"
"public class Vintsize {

  public static int vintsize(int x) {
    if ((x & (0xffffffff << (7*1))) == 0 ) {
      return 1;
    }
    if ((x & (0xffffffff << (7*2))) == 0 ) {
      return 2;
    }
    if ((x & (0xffffffff << (7*3))) == 0 ) {
      return 3;
    }
    if ((x & (0xffffffff << (7*4))) == 0 ) {
      return 4;
    }
    return 5;
  }
}","5"
"public class Getint {

    public long getint(int docID) {
      throw new UnsupportedOperationException(""ints are not supported"");
    }
}","1"
"public class Getfloat {

    public double getfloat(int docID) {
      throw new UnsupportedOperationException(""floats are not supported"");
    }
}","1"
"public class Idf {

  protected float idf(long docFreq, long numDocs) {
    return (float) Math.log(1 + (numDocs - docFreq + 0.5D)/(docFreq + 0.5D));
  }
}","1"
"public class Sloppyfreq {

  protected float sloppyfreq(int distance) {
    return 1.0f / (distance + 1);
  }
}","1"
"public class Coord {

  public float coord(int overlap, int maxOverlap) {
    return overlap / (float)maxOverlap;
  }
}","1"
"public class Querynorm {

  public float querynorm(float sumOfSquaredWeights) {
    return (float)(1.0 / Math.sqrt(sumOfSquaredWeights));
  }
}","1"
"public class Coord {

  public float coord(int overlap, int maxOverlap) {
    return 1f;
  }
}","1"
"public class Querynorm {

  public float querynorm(float valueForNormalization) {
    return 1f;
  }
}","1"
"public class Pop {

  public static int pop(long x) {
  /* Hacker's Delight 32 bit pop function:
   * http://www.hackersdelight.org/HDcode/newCode/pop_arrayHS.cc
   *
  int pop(unsigned x) {
     x = x - ((x >> 1) & 0x55555555);
     x = (x & 0x33333333) + ((x >> 2) & 0x33333333);
     x = (x + (x >> 4)) & 0x0F0F0F0F;
     x = x + (x >> 8);
     x = x + (x >> 16);
     return x & 0x0000003F;
    }
  ***/

    // 64 bit java version of the C function from above
    x = x - ((x >>> 1) & 0x5555555555555555L);
    x = (x & 0x3333333333333333L) + ((x >>>2 ) & 0x3333333333333333L);
    x = (x + (x >>> 4)) & 0x0F0F0F0F0F0F0F0FL;
    x = x + (x >>> 8);
    x = x + (x >>> 16);
    x = x + (x >>> 32);
    return ((int)x) & 0x7F;
  }
}","1"
"public class Ntz3 {

  public static int ntz3(long x) {
   // another implementation taken from Hackers Delight, extended to 64 bits
   // and converted to Java.
   // Many 32 bit ntz algorithms are at http://www.hackersdelight.org/HDcode/ntz.cc
   int n = 1;

   // do the first step as a long, all others as ints.
   int y = (int)x;
   if (y==0) {n+=32; y = (int)(x>>>32); }
   if ((y & 0x0000FFFF) == 0) { n+=16; y>>>=16; }
   if ((y & 0x000000FF) == 0) { n+=8; y>>>=8; }
   if ((y & 0x0000000F) == 0) { n+=4; y>>>=4; }
   if ((y & 0x00000003) == 0) { n+=2; y>>>=2; }
   return n - (y & 1);
  }
}","6"
"public class Ispoweroftwo {

  public static boolean ispoweroftwo(int v) {
    return ((v & (v-1)) == 0);
  }
}","1"
"public class Ispoweroftwo {

  public static boolean ispoweroftwo(long v) {
    return ((v & (v-1)) == 0);
  }
}","1"
"public class Nexthighestpoweroftwo {

  public static int nexthighestpoweroftwo(int v) {
    v--;
    v |= v >> 1;
    v |= v >> 2;
    v |= v >> 4;
    v |= v >> 8;
    v |= v >> 16;
    v++;
    return v;
  }
}","1"
"public class Nexthighestpoweroftwo {

   public static long nexthighestpoweroftwo(long v) {
    v--;
    v |= v >> 1;
    v |= v >> 2;
    v |= v >> 4;
    v |= v >> 8;
    v |= v >> 16;
    v |= v >> 32;
    v++;
    return v;
  }
}","1"
"public class Bits2words {

  public static int bits2words(int numBits) {
    int numLong = numBits >>> 6;
    if ((numBits & 63) != 0) {
      numLong++;
    }
    return numLong;
  }
}","2"
"public class Log {

  public static int log(long x, int base) {
    if (base <= 1) {
      throw new IllegalArgumentException(""base must be > 1"");
    }
    int ret = 0;
    while (x >= base) {
      x /= base;
      ret++;
    }
    return ret;
  }
}","3"
"public class Isletterordigit {

  public static boolean isletterordigit(char c) {
    return ('a' <= c && c <= 'z') || ('A' <= c && c <= 'Z') || ('0' <= c && c <= '9');
  }
}","6"
"public class Doubletosortablelong {

  public static long doubletosortablelong(double val) {
    long f = Double.doubleToLongBits(val);
    if (f<0) f ^= 0x7fffffffffffffffL;
    return f;
  }
}","2"
"public class Sortablelongtodouble {

  public static double sortablelongtodouble(long val) {
    if (val<0) val ^= 0x7fffffffffffffffL;
    return Double.longBitsToDouble(val);
  }
}","2"
"public class Floattosortableint {

  public static int floattosortableint(float val) {
    int f = Float.floatToIntBits(val);
    if (f<0) f ^= 0x7fffffff;
    return f;
  }
}","2"
"public class Sortableinttofloat {

  public static float sortableinttofloat(int val) {
    if (val<0) val ^= 0x7fffffff;
    return Float.intBitsToFloat(val);
  }
}","2"
"public class Bits2words {

  public static int bits2words(long numBits) {
   return (int)(((numBits-1)>>>6)+1);
  }
}","1"
"public class Floattobyte {

  public static byte floattobyte(float f, int numMantissaBits, int zeroExp) {
    // Adjustment from a float zero exponent to our zero exponent,
    // shifted over to our exponent position.
    int fzero = (63-zeroExp)<<numMantissaBits;
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-numMantissaBits);
    if (smallfloat <= fzero) {
      return (bits<=0) ?
        (byte)0   // negative numbers and zero both map to 0 byte
       :(byte)1;  // underflow is mapped to smallest non-zero number.
    } else if (smallfloat >= fzero + 0x100) {
      return -1;  // overflow maps to largest number
    } else {
      return (byte)(smallfloat - fzero);
    }
  }
}","3"
"public class Bytetofloat {

  public static float bytetofloat(byte b, int numMantissaBits, int zeroExp) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-numMantissaBits);
    bits += (63-zeroExp) << 24;
    return Float.intBitsToFloat(bits);
  }
}","2"
"public class Floattobyte315 {

  public static byte floattobyte315(float f) {
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-3);
    if (smallfloat <= ((63-15)<<3)) {
      return (bits<=0) ? (byte)0 : (byte)1;
    }
    if (smallfloat >= ((63-15)<<3) + 0x100) {
      return -1;
    }
    return (byte)(smallfloat - ((63-15)<<3));
 }
}","3"
"public class Byte315tofloat {

  public static float byte315tofloat(byte b) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-3);
    bits += (63-15) << 24;
    return Float.intBitsToFloat(bits);
  }
}","2"
"public class Floattobyte52 {

  public static byte floattobyte52(float f) {
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-5);
    if (smallfloat <= (63-2)<<5) {
      return (bits<=0) ? (byte)0 : (byte)1;
    }
    if (smallfloat >= ((63-2)<<5) + 0x100) {
      return -1;
    }
    return (byte)(smallfloat - ((63-2)<<5));
  }
}","3"
"public class Byte52tofloat {

  public static float byte52tofloat(byte b) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-5);
    bits += (63-2) << 24;
    return Float.intBitsToFloat(bits);
  }
}","2"
"public class Issupported {

    public boolean issupported(int bitsPerValue) {
      return bitsPerValue >= 1 && bitsPerValue <= 64;
    }
}","2"
"public class Bitsrequired {

  public static int bitsrequired(long maxValue) {
    if (maxValue < 0) {
      throw new IllegalArgumentException(""maxValue must be non-negative (got: "" + maxValue + "")"");
    }
    return Math.max(1, 64 - Long.numberOfLeadingZeros(maxValue));
  }
}","2"
"public class Maxvalue {

  public static long maxvalue(int bitsPerValue) {
    return bitsPerValue == 64 ? Long.MAX_VALUE : ~(~0L << bitsPerValue);
  }
}","1"
"public class Indexfor {

  static int indexFor(int h, int length) {
    return h & (length - 1);
  }
}","1"
"public class Bytesneeded {

  public static int bytesneeded(int number) {
    if ((number & ~0x7F) == 0) {
      return 1;
    } else if ((number & ~0x3FFF) == 0) {
      return 2;
    } else if ((number & ~0x1FFFFF) == 0) {
      return 3;
    } else if ((number & ~0xFFFFFFF) == 0) {
      return 4;
    } else {
      return 5;
    }
  }
}","5"
"public class Exists {

  public boolean exists(int doc) {
    return true;
  }
}","1"
"public class Ordval {

  public int ordval(int doc) { throw new UnsupportedOperationException(); }
}","1"
"public class Decodeweight {

  public static int decodeweight(long encoded) {
    return (int)(Integer.MAX_VALUE - encoded);
  }
}","1"
"public class Encodeweight {

  public static int encodeweight(long value) {
    if (value < 0 || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
    }
    return Integer.MAX_VALUE - (int)value;
  }
}","3"
"public class Encodeweight {

  public static int encodeweight(long value) {
    if (value < Integer.MIN_VALUE || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
    }
    return (int)value;
  }
}","3"
"public class Comparecharsalphabetically {

  public static int comparecharsalphabetically(char cCompare2, char cRef) {
    return Character.toLowerCase(cCompare2) - Character.toLowerCase(cRef);
  }
}","1"
"public class Convertamount {

  public static long convertamount(final double exchangeRate, final int sourceFractionDigits, final long sourceAmount, final int targetFractionDigits) {
    int digitDelta = targetFractionDigits - sourceFractionDigits;
    double value = ((double) sourceAmount * exchangeRate);

    if (digitDelta != 0) {
      if (digitDelta < 0) {
        for (int i = 0; i < -digitDelta; i++) {
          value *= 0.1;
        }
      } else {
        for (int i = 0; i < digitDelta; i++) {
          value *= 10.0;
        }
      }
    }

    return (long) value;
  }
}","5"
"public class Getmax {

  int getMax(int offset, int len, int max) {
    int v = len < 0 ? max : offset + len;
    if (v < 0 || v > max) v = max;
    return v;
  }
}","3"
"public class Secondstoticks {

    public static long secondstoticks(double seconds){
        double t = seconds * 20; //20 ticks per second, in an ideal world.
        return Math.round(t);
    }
}","1"
"public class Binroot {
        public static double binroot(double x) {
        double eps = 0.0001; // accuracy
        // do a binary search for it
        // find the square root of x using a binary search
        double lower = 0.0;
        double upper = x;
        double mid = 0.0;
            for (int i = 0; i < 100; i++) {
            mid = (lower + upper) / 2;
            // each time, if mid is too big
            // fix lower to mid
            // else fix upper to mid

            double cur = mid * mid;
            if (Math.abs(x - cur) < eps) {
                // System.out.println(""Converged to "" + cur + "" in "" + i + "" iterations"");
                return mid;
            }

            if (cur < x) // mid too small
                lower = mid;
            else // mid too big
                upper = mid;
        }
        return mid;
    }
}","4"
"public class Sqr {
        public static double sqr(double x) {
        return x * x;
    }
}","1"
"public class Vocaltractcompensation {
   
    public double vocaltractcompensation(double freq, double formant, double bandWidth){
      double num, denom, aux, val;     
      aux = Math.pow((bandWidth/2), 2.0);
      num = Math.pow(formant, 2.0) + aux;
      denom = Math.sqrt( ( Math.pow((freq-formant), 2.0) + aux )*( Math.pow((freq+formant), 2.0) + aux) );
      val = (num/denom);
      if(val > 0.0)
        return (20 * Math.log10(val));
      else{
        System.out.println(""vocalTractCompensation: warning value < 0.0"");
        return 0.0;
      }      
    }
}","2"
"public class Shorttoulaw {

    public static byte shorttoulaw(short sample) {
        final int[] exp_lut = {0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,
                                   4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7};

        int sign, exponent, mantissa;
        short ulawbyte;

        final short CLIP = 32635;
        final short BIAS = 0x0084;

        /* Get the sample into sign-magnitude. */
        sign = (sample >> 8) & 0x80; /* set aside the sign */
        if ( sign != 0 ) {
            sample = (short) -sample; /* get magnitude */
        }
        if ( sample > CLIP ) sample = CLIP; /* clip the magnitude */

        /* Convert from 16 bit linear to ulaw. */
        sample = (short) (sample + BIAS);
        exponent = exp_lut[( sample >> 7 ) & 0xFF];
        mantissa = ( sample >> ( exponent + 3 ) ) & 0x0F;
        ulawbyte = (short)
            ((~ ( sign | ( exponent << 4 ) | mantissa)) & 0x00FF);
        if ( ulawbyte == 0 ) ulawbyte = 0x02; /* optional CCITT trap */
        // Now ulawbyte is an unsigned 8-bit entity.
        // Return as a (signed) byte:
        return (byte) (ulawbyte-128);
    }
}","4"
"public class Ulawtoshort {

    public static short ulawtoshort(byte ulaw) {
        short ulawbyte = (short) (ulaw + 128);
        final int[] exp_lut = { 0, 132, 396, 924, 1980, 4092, 8316, 16764 };
        int sign, exponent, mantissa;
        short sample;

        ulawbyte = (short) (ulawbyte & 0x00FF);
        ulawbyte = (short) (~ulawbyte);
        sign = ( ulawbyte & ((short) 0x80) );
        exponent = (int) ( (ulawbyte & (short) 0x00FF) >> 4 ) & 0x07;
        mantissa = ulawbyte & (short) 0x0F;
        sample = (short) (exp_lut[exponent] + (mantissa << (exponent + 3)));
        if ( sign != 0 ) sample = (short) (-sample);

        return sample;
    }
}","2"
"public class Quantize {

    public static short quantize( float f, float fMin, float fRange ) {
        return( (short)( ( (double)f - (double)fMin ) * 65535.0/((double)fRange) - 32768.0) );
    }
}","1"
"public class Unquantize {

    public static float unquantize( short s, float fMin, float fRange ) {
        return( (float)( ((double)(s) + 32768.0) * (double)fRange / 65535.0 - (double)fMin ) );
    }
}","1"
"public class Isletterormodifier {

    public static boolean isletterormodifier(int codePoint)
    {
        int type = Character.getType(codePoint);
        return type == Character.UPPERCASE_LETTER
            || type == Character.LOWERCASE_LETTER
            || type == Character.TITLECASE_LETTER
            || type == Character.MODIFIER_LETTER
            || type == Character.OTHER_LETTER
            || type == Character.NON_SPACING_MARK
            || type == Character.COMBINING_SPACING_MARK
            || type == Character.ENCLOSING_MARK;
    }
}","8"
"public class Isdigit {

    public static boolean isdigit(char ch) {
	return ('0' <= ch && ch <= '9');
    }
}","2"
"public class Isletter {

    public static boolean isletter(char ch) {
        return (('a' <= ch && ch <= 'z') || ('A' <= ch && ch <= 'Z'));
    }
}","4"
"public class Isuppercaseletter {

    public static boolean isuppercaseletter(char ch) {
        return ('A' <= ch && ch <= 'Z');
    }
}","2"
"public class Islowercaseletter {

    public static boolean islowercaseletter(char ch) {
        return ('a' <= ch && ch <= 'z');
    }
}","2"
"public class Rail {

    public static int rail(int val)
    {
        return val > 19 ? 19 : val;
    }
}","1"
"public class Byteswap {

    protected int byteswap(int val) {
        return (((val & 0xff000000) >>> 24) + ((val & 0x00ff0000) >>> 8) + ((val & 0x0000ff00) << 8) + ((val & 0x000000ff) << 24));
    }
}","1"
"public class Byteswap {

    protected short byteswap(short val) {
        return ((short) ((((int) (val) & 0xff00) >>> 8) + (((int) (val) & 0x00ff) << 8)));
    }
}","1"
"public class Cost {

        public double cost( double a, double b ) {
            return( a > b ? (a-b) : (b-a) );
            /* (Measuring which one is bigger replaces
             *  a costly Math.abs() operation.) */
        }
}","1"
"public class Hypot {
       public static double hypot(double a, double b) {

      double r;

      if (Math.abs(a) > Math.abs(b)) {

         r = b/a;

         r = Math.abs(a)*Math.sqrt(1+r*r);

      } else if (b != 0) {

         r = a/b;

         r = Math.abs(b)*Math.sqrt(1+r*r);

      } else {

         r = 0.0;

      }

      return r;

   }
}","3"
"public class Bandwidth2kernellength {

    protected static int bandwidth2kernellength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}","2"
"public class Kernellength2bandwidth {

    protected static double kernellength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}","1"
"public class Byteswap {

    public static int byteswap( int val ) {
        return( ( (val & 0xff000000) >>> 24)
                 + ( (val & 0x00ff0000) >>> 8)
                 + ( (val & 0x0000ff00) << 8)
                 + ( (val & 0x000000ff) << 24) );
     }
}","1"
"public class Byteswap {

     public static short byteswap( short val ) {
         return( (short)(
                 ( ((int)(val) & 0xff00) >>> 8 )
                 +
                 ( ((int)(val) & 0x00ff) << 8)
                 )
               );
     }
}","1"
"public class Trimtorange {

    public static double trimtorange(double untrimmedValue, double min, double max) {
        return Math.max(min, Math.min(max, untrimmedValue));
    }
}","1"
"public class Hz2bark {

    public static double hz2bark(double freqInHz)
    {
        // if should be: return 6 * asinh(f/600);
        double f = freqInHz/600;
        return 6 * Math.log( f + Math.sqrt((f*f)+1) );
    }
}","1"
"public class Hexdigitpostfix {

    public boolean hexdigitpostfix(char ch) {
        switch (ch) {
            case 'A':
            case 'B':
            case 'C':
            case 'D':
            case 'E':
            case 'F':
            case 'a':
            case 'b':
            case 'c':
            case 'd':
            case 'e':
            case 'f':
                return true;
            default:
                return false;
        }
    }
}","2"
"public class Getskycolorbytemp {

    public int getskycolorbytemp(float par1)
    {
        par1 /= 3F;

        if (par1 < -1F)
        {
            par1 = -1F;
        }

        if (par1 > 1.0F)
        {
            par1 = 1.0F;
        }

        return java.awt.Color.getHSBColor(0.6222222F - par1 * 0.05F, 0.5F + par1 * 0.1F, 1.0F).getRGB();
    }
}","3"
"public class Getskycolorbytemp {

    public int getskycolorbytemp(float par1)
    {
        return 0;
    }
}","1"
"public class Damagedropped {

    protected int damagedropped(int par1)
    {
        return 0;
    }
}","1"
"public class Getrendercolor {

    public int getrendercolor(int par1)
    {
        return 0xffffff;
    }
}","1"
"public class Isblockfootofbed {

    public static boolean isblockfootofbed(int par0)
    {
        return (par0 & 8) != 0;
    }
}","1"
"public class Isbedoccupied {

    public static boolean isbedoccupied(int par0)
    {
        return (par0 & 4) != 0;
    }
}","1"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 138;
        }

        return par1 != 0 ? 154 : 155;
    }
}","2"
"public class Damagedropped {

    protected int damagedropped(int par1)
    {
        return par1;
    }
}","1"
"public class Getblockfromdye {

    public static int getblockfromdye(int par0)
    {
        return ~par0 & 0xf;
    }
}","1"
"public class Getdyefromblock {

    public static int getdyefromblock(int par0)
    {
        return ~par0 & 0xf;
    }
}","1"
"public class Getdirection {

    public static int getdirection(int par0)
    {
        return par0 & 3;
    }
}","1"
"public class Isendereyeinserted {

    public static boolean isendereyeinserted(int par0)
    {
        return (par0 & 4) != 0;
    }
}","1"
"public class Isfencegateopen {

    public static boolean isfencegateopen(int par0)
    {
        return (par0 & 4) != 0;
    }
}","1"
"public class Getfluidheightpercent {

    public static float getfluidheightpercent(int par0)
    {
        if (par0 >= 8)
        {
            par0 = 0;
        }

        float f = (float)(par0 + 1) / 9F;
        return f;
    }
}","2"
"public class Cancollidecheck {

    public boolean cancollidecheck(int par1, boolean par2)
    {
        return par2 && par1 == 0;
    }
}","2"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 0;
        }

        return par1 != 0 ? 3 : 2;
    }
}","2"
"public class Damagedropped {

    protected int damagedropped(int par1)
    {
        return par1 & 3;
    }
}","1"
"public class Getrendercolor {

    public int getrendercolor(int par1)
    {
        return 0x208030;
    }
}","1"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 21;
        }

        if (par1 == 0)
        {
            return 21;
        }

        if (par2 == 1)
        {
            return 116;
        }

        if (par2 == 2)
        {
            return 117;
        }

        return par2 != 3 ? 20 : 153;
    }
}","5"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        return par1 != 1 && par1 != 0 ? 136 : 137;
    }
}","2"
"public class Getblocktexturefromside {

    public int getblocktexturefromside(int par1)
    {
        return par1 != 1 && par1 != 0 ? 136 : 137;
    }
}","2"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 78;
        }

        return par1 != 0 ? 77 : 2;
    }
}","2"
"public class Getorientation {

    public static int getorientation(int par0)
    {
        return par0 & 7;
    }
}","1"
"public class Isextended {

    public static boolean isextended(int par0)
    {
        return (par0 & 8) != 0;
    }
}","1"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1 || par1 == 0 && (par2 == 1 || par2 == 2))
        {
            return 176;
        }

        if (par1 == 0)
        {
            return 208;
        }

        if (par2 == 1)
        {
            return 229;
        }

        return par2 != 2 ? 192 : 230;
    }
}","7"
"public class Getrendercolor {

    public int getrendercolor(int par1)
    {
        int i = par1 * 32;
        int j = 255 - par1 * 8;
        int k = par1 * 4;
        return i << 16 | j << 8 | k;
    }
}","1"
"public class Damagedropped {

    protected int damagedropped(int par1)
    {
        return par1 & 7;
    }
}","1"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        switch (par2)
        {
            default:
                return 54;

            case 1:
                return 100;

            case 2:
                return 101;

            case 3:
                return 213;
        }
    }
}","2"
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        switch (par2)
        {
            default:
                return 4;

            case 1:
                return 198;

            case 2:
                return 214;

            case 3:
                return 199;
        }
    }
}","2"
"public class Chunkxz2int {

    public static long chunkxz2int(int par0, int par1)
    {
        long l = par0;
        long l1 = par1;
        return l & 0xffffffffL | (l1 & 0xffffffffL) << 32;
    }
}","1"
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2)
    {
        return true;
    }
}","1"
"public class Getvillagertype {

    protected int getvillagertype(int par1)
    {
        return 0;
    }
}","1"
"public class Getvillagertype {

    protected int getvillagertype(int par1)
    {
        return 2;
    }
}","1"
"public class Getvillagertype {

    protected int getvillagertype(int par1)
    {
        return par1 != 0 ? 0 : 4;
    }
}","1"
"public class Getvillagertype {

    protected int getvillagertype(int par1)
    {
        return 1;
    }
}","1"
"public class Getvillagertype {

    protected int getvillagertype(int par1)
    {
        return 3;
    }
}","1"
"public class Getheightvalue {

    public int getheightvalue(int par1, int par2)
    {
        return 0;
    }
}","1"
"public class Getblockid {

    public int getblockid(int par1, int par2, int par3)
    {
        return 0;
    }
}","1"
"public class Setblockidwithmetadata {

    public boolean setblockidwithmetadata(int par1, int par2, int par3, int i, int j)
    {
        return true;
    }
}","1"
"public class Setblockid {

    public boolean setblockid(int par1, int par2, int par3, int i)
    {
        return true;
    }
}","1"
"public class Getblockmetadata {

    public int getblockmetadata(int par1, int par2, int par3)
    {
        return 0;
    }
}","1"
"public class Setblockmetadata {

    public boolean setblockmetadata(int par1, int par2, int par3, int i)
    {
        return false;
    }
}","1"
"public class Getblocklightvalue {

    public int getblocklightvalue(int par1, int par2, int par3, int i)
    {
        return 0;
    }
}","1"
"public class Canblockseethesky {

    public boolean canblockseethesky(int par1, int par2, int par3)
    {
        return false;
    }
}","1"
"public class Needssaving {

    public boolean needssaving(boolean par1)
    {
        return false;
    }
}","1"
"public class Getarelevelsempty {

    public boolean getarelevelsempty(int par1, int par2)
    {
        return true;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1 + par1 * 10;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1 + (par1 - 1) * 10;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 20;
    }
}","1"
"public class Getmaxenchantability {

    public int getmaxenchantability(int par1)
    {
        return 50;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 12 + (par1 - 1) * 20;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1 + 15 * (par1 - 1);
    }
}","1"
