Function,cyclomatic_complexity
"public class Byte315tofloat {

    public float byte315tofloat(byte b) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-3);
    bits += (63-15) << 24;
    return Float.intBitsToFloat(bits);
}",2
"public class Floattobyte52 {

    public byte floattobyte52(float f) {
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-5);
    if (smallfloat <= (63-2)<<5) {
      return (bits<=0) ? (byte)0 : (byte)1;
}",3
"public class Byte52tofloat {

    public float byte52tofloat(byte b) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-5);
    bits += (63-2) << 24;
    return Float.intBitsToFloat(bits);
}",2
"public class Issupported {

    public boolean issupported(int bitsPerValue) {
      return bitsPerValue >= 1 && bitsPerValue <= 64;
}",2
"public class Bitsrequired {

    public int bitsrequired(long maxValue) {
    if (maxValue < 0) {
      throw new IllegalArgumentException(""maxValue must be non-negative (got: "" + maxValue + "")"");
}",2
"public class Maxvalue {

    public long maxvalue(int bitsPerValue) {
    return bitsPerValue == 64 ? Long.MAX_VALUE : ~(~0L << bitsPerValue);
}",1
"public class Indexfor {

    public int indexFor(int h, int length) {
    return h & (length - 1);
}",1
"public class Indexfor {

    public int indexFor(int h, int length) {
    return h & (length - 1);
}",1
"public class Bytesneeded {

    public int bytesneeded(int number) {
    if ((number & ~0x7F) == 0) {
      return 1;
}",5
"public class Exists {

    public boolean exists(int doc) {
    return true;
}",1
"public class Ordval {

    public int ordval(int doc) { throw new UnsupportedOperationException();
}",1
"public class Decodeweight {

    public int decodeweight(long encoded) {
    return (int)(Integer.MAX_VALUE - encoded);
}",1
"public class Encodeweight {

    public int encodeweight(long value) {
    if (value < 0 || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
}",3
"public class Encodeweight {

    public int encodeweight(long value) {
    if (value < Integer.MIN_VALUE || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
}",3
"public class Decodeweight {

    public int decodeweight(long encoded) {
    return (int)(Integer.MAX_VALUE - encoded);
}",1
"public class Encodeweight {

    public int encodeweight(long value) {
    if (value < 0 || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
}",3
"public class Comparecharsalphabetically {

    public int comparecharsalphabetically(char cCompare2, char cRef) {
    return Character.toLowerCase(cCompare2) - Character.toLowerCase(cRef);
}",1
"public class Convertamount {

    public long convertamount(final double exchangeRate, final int sourceFractionDigits, final long sourceAmount, final int targetFractionDigits) {
    int digitDelta = targetFractionDigits - sourceFractionDigits;
    double value = ((double) sourceAmount * exchangeRate);

    if (digitDelta != 0) {
      if (digitDelta < 0) {
        for (int i = 0; i < -digitDelta; i++) {
          value *= 0.1;
}",5
"public class Getmax {

    public int getMax(int offset, int len, int max) {
    int v = len < 0 ? max : offset + len;
    if (v < 0 || v > max) v = max;
    return v;
}",3
"public class Secondstoticks {

    public long secondstoticks(double seconds) {
        double t = seconds * 20; //20 ticks per second, in an ideal world.
        return Math.round(t);
}",1
"public class Binroot {

    public double binroot(double x) {
        double eps = 0.0001; // accuracy
        // do a binary search for it
        // find the square root of x using a binary search
        double lower = 0.0;
        double upper = x;
        double mid = 0.0;
            for (int i = 0; i < 100; i++) {
            mid = (lower + upper) / 2;
            // each time, if mid is too big
            // fix lower to mid
            // else fix upper to mid

            double cur = mid * mid;
            if (Math.abs(x - cur) < eps) {
                // System.out.println(""Converged to "" + cur + "" in "" + i + "" iterations"");
                return mid;
}",4
"public class Sqr {

    public double sqr(double x) {
        return x * x;
}",1
"public class Vocaltractcompensation {

    public double vocaltractcompensation(double freq, double formant, double bandWidth) {
      double num, denom, aux, val;     
      aux = Math.pow((bandWidth/2), 2.0);
      num = Math.pow(formant, 2.0) + aux;
      denom = Math.sqrt( ( Math.pow((freq-formant), 2.0) + aux )*( Math.pow((freq+formant), 2.0) + aux) );
      val = (num/denom);
      if(val > 0.0)
        return (20 * Math.log10(val));
      else{
        System.out.println(""vocalTractCompensation: warning value < 0.0"");
        return 0.0;
}",2
"public class Shorttoulaw {

    public byte shorttoulaw(short sample) {
        final int[] exp_lut = {0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,
                                   4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
}",4
"public class Ulawtoshort {

    public short ulawtoshort(byte ulaw) {
        short ulawbyte = (short) (ulaw + 128);
        final int[] exp_lut = { 0, 132, 396, 924, 1980, 4092, 8316, 16764
}",2
"public class Quantize {

    public short quantize( float f, float fMin, float fRange ) {
        return( (short)( ( (double)f - (double)fMin ) * 65535.0/((double)fRange) - 32768.0) );
}",1
"public class Unquantize {

    public float unquantize( short s, float fMin, float fRange ) {
        return( (float)( ((double)(s) + 32768.0) * (double)fRange / 65535.0 - (double)fMin ) );
}",1
"public class Isletterormodifier {

    public boolean isletterormodifier(int codePoint) {
        int type = Character.getType(codePoint);
        return type == Character.UPPERCASE_LETTER
            || type == Character.LOWERCASE_LETTER
            || type == Character.TITLECASE_LETTER
            || type == Character.MODIFIER_LETTER
            || type == Character.OTHER_LETTER
            || type == Character.NON_SPACING_MARK
            || type == Character.COMBINING_SPACING_MARK
            || type == Character.ENCLOSING_MARK;
}",8
"public class Isdigit {

    public boolean isdigit(char ch) {
	return ('0' <= ch && ch <= '9');
}",2
"public class Isletter {

    public boolean isletter(char ch) {
        return (('a' <= ch && ch <= 'z') || ('A' <= ch && ch <= 'Z'));
}",4
"public class Isuppercaseletter {

    public boolean isuppercaseletter(char ch) {
        return ('A' <= ch && ch <= 'Z');
}",2
"public class Islowercaseletter {

    public boolean islowercaseletter(char ch) {
        return ('a' <= ch && ch <= 'z');
}",2
"public class Rail {

    public int rail(int val) {
        return val > 19 ? 19 : val;
}",1
"public class Byteswap {

    public int byteswap(int val) {
        return (((val & 0xff000000) >>> 24) + ((val & 0x00ff0000) >>> 8) + ((val & 0x0000ff00) << 8) + ((val & 0x000000ff) << 24));
}",1
"public class Byteswap {

    public short byteswap(short val) {
        return ((short) ((((int) (val) & 0xff00) >>> 8) + (((int) (val) & 0x00ff) << 8)));
}",1
"public class Cost {

    public double cost( double a, double b ) {
            return( a > b ? (a-b) : (b-a) );
            /* (Measuring which one is bigger replaces
             *  a costly Math.abs() operation.) */
}",1
"public class Hypot {

    public double hypot(double a, double b) {

      double r;

      if (Math.abs(a) > Math.abs(b)) {

         r = b/a;

         r = Math.abs(a)*Math.sqrt(1+r*r);
}",3
"public class Bandwidth2kernellength {

    public int bandwidth2kernellength(double normalisedTransitionBandwidth) {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
}",2
"public class Kernellength2bandwidth {

    public double kernellength2bandwidth(int kernelLength) {
        return (double) 4/kernelLength;
}",1
"public class Bandwidth2kernellength {

    public int bandwidth2kernellength(double normalisedTransitionBandwidth) {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
}",2
"public class Kernellength2bandwidth {

    public double kernellength2bandwidth(int kernelLength) {
        return (double) 4/kernelLength;
}",1
"public class Bandwidth2kernellength {

    public int bandwidth2kernellength(double normalisedTransitionBandwidth) {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
}",2
"public class Kernellength2bandwidth {

    public double kernellength2bandwidth(int kernelLength) {
        return (double) 4/kernelLength;
}",1
"public class Bandwidth2kernellength {

    public int bandwidth2kernellength(double normalisedTransitionBandwidth) {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
}",2
"public class Kernellength2bandwidth {

    public double kernellength2bandwidth(int kernelLength) {
        return (double) 4/kernelLength;
}",1
"public class Byteswap {

    public int byteswap( int val ) {
        return( ( (val & 0xff000000) >>> 24)
                 + ( (val & 0x00ff0000) >>> 8)
                 + ( (val & 0x0000ff00) << 8)
                 + ( (val & 0x000000ff) << 24) );
}",1
"public class Byteswap {

    public short byteswap( short val ) {
         return( (short)(
                 ( ((int)(val) & 0xff00) >>> 8 )
                 +
                 ( ((int)(val) & 0x00ff) << 8)
                 )
               );
}",1
"public class Trimtorange {

    public double trimtorange(double untrimmedValue, double min, double max) {
        return Math.max(min, Math.min(max, untrimmedValue));
}",1
"public class Hz2bark {

    public double hz2bark(double freqInHz) {
        // if should be: return 6 * asinh(f/600);
        double f = freqInHz/600;
        return 6 * Math.log( f + Math.sqrt((f*f)+1) );
}",1
"public class Hexdigitpostfix {

    public boolean hexdigitpostfix(char ch) {
        switch (ch) {
            case 'A':
            case 'B':
            case 'C':
            case 'D':
            case 'E':
            case 'F':
            case 'a':
            case 'b':
            case 'c':
            case 'd':
            case 'e':
            case 'f':
                return true;
            default:
                return false;
}",2
"public class Zetastatic {

    public double zetastatic(long st, long n, double theta, double initialsum) {
		double sum = initialsum;
		for (long i = st; i < n; i++) {

			sum += 1 / (Math.pow(i + 1, theta));
}",2
"public class Getskycolorbytemp {

    public int getskycolorbytemp(float par1) {
        par1 /= 3F;

        if (par1 < -1F)
        {
            par1 = -1F;
}",3
"public class Getskycolorbytemp {

    public int getskycolorbytemp(float par1) {
        return 0;
}",1
"public class Damagedropped {

    public int damagedropped(int par1) {
        return 0;
}",1
"public class Getrendercolor {

    public int getrendercolor(int par1) {
        return 0xffffff;
}",1
"public class Isblockfootofbed {

    public boolean isblockfootofbed(int par0) {
        return (par0 & 8) != 0;
}",1
"public class Isbedoccupied {

    public boolean isbedoccupied(int par0) {
        return (par0 & 4) != 0;
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        if (par1 == 1)
        {
            return 138;
}",2
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1;
}",1
"public class Getblockfromdye {

    public int getblockfromdye(int par0) {
        return ~par0 & 0xf;
}",1
"public class Getdyefromblock {

    public int getdyefromblock(int par0) {
        return ~par0 & 0xf;
}",1
"public class Getdirection {

    public int getdirection(int par0) {
        return par0 & 3;
}",1
"public class Isendereyeinserted {

    public boolean isendereyeinserted(int par0) {
        return (par0 & 4) != 0;
}",1
"public class Isfencegateopen {

    public boolean isfencegateopen(int par0) {
        return (par0 & 4) != 0;
}",1
"public class Getfluidheightpercent {

    public float getfluidheightpercent(int par0) {
        if (par0 >= 8)
        {
            par0 = 0;
}",2
"public class Cancollidecheck {

    public boolean cancollidecheck(int par1, boolean par2) {
        return par2 && par1 == 0;
}",2
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        if (par1 == 1)
        {
            return 0;
}",2
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1 & 3;
}",1
"public class Getrendercolor {

    public int getrendercolor(int par1) {
        return 0x208030;
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        if (par1 == 1)
        {
            return 21;
}",5
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1;
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        return par1 != 1 && par1 != 0 ? 136 : 137;
}",2
"public class Getblocktexturefromside {

    public int getblocktexturefromside(int par1) {
        return par1 != 1 && par1 != 0 ? 136 : 137;
}",2
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        if (par1 == 1)
        {
            return 78;
}",2
"public class Getorientation {

    public int getorientation(int par0) {
        return par0 & 7;
}",1
"public class Isextended {

    public boolean isextended(int par0) {
        return (par0 & 8) != 0;
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        if (par1 == 1 || par1 == 0 && (par2 == 1 || par2 == 2))
        {
            return 176;
}",7
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1;
}",1
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1 & 3;
}",1
"public class Getrendercolor {

    public int getrendercolor(int par1) {
        int i = par1 * 32;
        int j = 255 - par1 * 8;
        int k = par1 * 4;
        return i << 16 | j << 8 | k;
}",1
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1 & 7;
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        switch (par2)
        {
            default:
                return 54;

            case 1:
                return 100;

            case 2:
                return 101;

            case 3:
                return 213;
}",2
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1;
}",1
"public class Getblocktexturefromsideandmetadata {

    public int getblocktexturefromsideandmetadata(int par1, int par2) {
        switch (par2)
        {
            default:
                return 4;

            case 1:
                return 198;

            case 2:
                return 214;

            case 3:
                return 199;
}",2
"public class Damagedropped {

    public int damagedropped(int par1) {
        return par1;
}",1
"public class Chunkxz2int {

    public long chunkxz2int(int par0, int par1) {
        long l = par0;
        long l1 = par1;
        return l & 0xffffffffL | (l1 & 0xffffffffL) << 32;
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2) {
        return true;
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2) {
        return true;
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2) {
        return true;
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2) {
        return true;
}",1
"public class Chunkexists {

    public boolean chunkexists(int par1, int par2) {
        return true;
}",1
"public class Getvillagertype {

    public int getvillagertype(int par1) {
        return 0;
}",1
"public class Getvillagertype {

    public int getvillagertype(int par1) {
        return 2;
}",1
"public class Getvillagertype {

    public int getvillagertype(int par1) {
        return par1 != 0 ? 0 : 4;
}",1
"public class Getvillagertype {

    public int getvillagertype(int par1) {
        return 1;
}",1
"public class Getvillagertype {

    public int getvillagertype(int par1) {
        return 3;
}",1
"public class Getheightvalue {

    public int getheightvalue(int par1, int par2) {
        return 0;
}",1
"public class Getblockid {

    public int getblockid(int par1, int par2, int par3) {
        return 0;
}",1
"public class Setblockidwithmetadata {

    public boolean setblockidwithmetadata(int par1, int par2, int par3, int i, int j) {
        return true;
}",1
"public class Setblockid {

    public boolean setblockid(int par1, int par2, int par3, int i) {
        return true;
}",1
"public class Getblockmetadata {

    public int getblockmetadata(int par1, int par2, int par3) {
        return 0;
}",1
"public class Setblockmetadata {

    public boolean setblockmetadata(int par1, int par2, int par3, int i) {
        return false;
}",1
"public class Getblocklightvalue {

    public int getblocklightvalue(int par1, int par2, int par3, int i) {
        return 0;
}",1
"public class Canblockseethesky {

    public boolean canblockseethesky(int par1, int par2, int par3) {
        return false;
}",1
"public class Needssaving {

    public boolean needssaving(boolean par1) {
        return false;
}",1
"public class Getarelevelsempty {

    public boolean getarelevelsempty(int par1, int par2) {
        return true;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 1 + par1 * 10;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 1 + (par1 - 1) * 10;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 20;
}",1
"public class Getmaxenchantability {

    public int getmaxenchantability(int par1) {
        return 50;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 20;
}",1
"public class Getmaxenchantability {

    public int getmaxenchantability(int par1) {
        return 50;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 12 + (par1 - 1) * 20;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 1 + 15 * (par1 - 1);
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 5 + (par1 - 1) * 10;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 10 + 20 * (par1 - 1);
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 5 + 20 * (par1 - 1);
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 20 + (par1 - 1) * 12;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 10 * par1;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 25;
}",1
"public class Getminenchantability {

    public int getminenchantability(int par1) {
        return 1;
}",1
"public class Getbrightness {

    public float getbrightness(float par1) {
        return 1.0F;
}",1
"public class Getblockpathweight {

    public float getblockpathweight(int par1, int par2, int par3) {
        return 0.0F;
}",1
"public class Simplifyangle {

    public float simplifyangle(double par1) {
        for (; par1 >= 180D; par1 -= 360D) {
}",3
"public class Getbrightness {

    public float getbrightness(float par1) {
        return 1.0F;
}",1
"public class Getbrightness {

    public float getbrightness(float par1) {
        return 1.0F;
}",1
"public class Decreaseairsupply {

    public int decreaseairsupply(int par1) {
        return par1;
}",1
"public class Getbrightness {

    public float getbrightness(float par1) {
        return 1.0F;
}",1
"public class Decreaseairsupply {

    public int decreaseairsupply(int par1) {
        return par1 - 1;
}",1
"public class Updaterotation {

    public float updaterotation(float par1, float par2, float par3) {
        float f;

        for (f = par2 - par1; f < -180F; f += 360F) {
}",5
"public class Getbrightness {

    public float getbrightness(float par1) {
        return 1.0F;
}",1
"public class Getxpsplit {

    public int getxpsplit(int par0) {
        if (par0 >= 2477)
        {
            return 2477;
}",10
"public class Gethoverstate {

    public int gethoverstate(boolean par1) {
        return 0;
}",1
"public class Isselected {

    public boolean isselected(int par1) {
        return false;
}",1
"public class Isselected {

    public boolean isselected(int par1) {
        return false;
}",1
"public class Computehash {

    public int computehash(int par0) {
        par0 ^= par0 >>> 20 ^ par0 >>> 12;
        return par0 ^ par0 >>> 7 ^ par0 >>> 4;
}",1
"public class Getslotindex {

    public int getslotindex(int par0, int par1) {
        return par0 & par1 - 1;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return 0;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return par1;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return par1;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return par1 | 4;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return par1;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return 7;
}",1
"public class Issplash {

    public boolean issplash(int par0) {
        return (par0 & 0x4000) != 0;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return par1;
}",1
"public class Getmetadata {

    public int getmetadata(int par1) {
        return par1;
}",1
"public class Hash {

    public int hash(int par0) {
        par0 ^= par0 >>> 20 ^ par0 >>> 12;
        return par0 ^ par0 >>> 7 ^ par0 >>> 4;
}",1
"public class Gethashindex {

    public int gethashindex(int par0, int par1) {
        return par0 & par1 - 1;
}",1
"public class Floor_float {

    public int floor_float(float par0) {
        int i = (int)par0;
        return par0 >= (float)i ? i : i - 1;
}",1
"public class Floor_double {

    public int floor_double(double par0) {
        int i = (int)par0;
        return par0 >= (double)i ? i : i - 1;
}",1
"public class Floor_double_long {

    public long floor_double_long(double par0) {
        long l = (long)par0;
        return par0 >= (double)l ? l : l - 1L;
}",1
"public class Clamp_int {

    public int clamp_int(int par0, int par1, int par2) {
        if (par0 < par1)
        {
            return par1;
}",3
"public class Clamp_float {

    public float clamp_float(float par0, float par1, float par2) {
        if (par0 < par1)
        {
            return par1;
}",3
"public class Abs_max {

    public double abs_max(double par0, double par2) {
        if (par0 < 0.0D)
        {
            par0 = -par0;
}",3
"public class Bucketint {

    public int bucketint(int par0, int par1) {
        if (par0 < 0)
        {
            return -((-par0 - 1) / par1) - 1;
}",2
"public class Updaterotations {

    public float updaterotations(double par1) {
        for (; par1 >= 180D; par1 -= 360D) {
}",3
"public class Isready {

    public boolean isready(int par1, int par2) {
        return par1 >= 1;
}",1
"public class Checkflag {

    public boolean checkflag(int par0, int par1) {
        return (par0 & 1 << par1) != 0;
}",1
"public class Countsetflags {

    public int countsetflags(int par0) {
        int i;

        for (i = 0; par0 > 0; i++)
        {
            par0 &= par0 - 1;
}",2
"public class Outofbounds {

    public boolean outofbounds(int par1, int par2) {
        return par1 < 0 || par1 >= 32 || par2 < 0 || par2 >= 32;
}",4
"public class Getaobrightness {

    public int getaobrightness(int par1, int par2, int par3, int par4) {
        if (par1 == 0)
        {
            par1 = par4;
}",4
"public class Renderitemin3d {

    public boolean renderitemin3d(int par0) {
        if (par0 == 0)
        {
            return true;
}",8
"public class Alphablend {

    public int alphablend(int par1, int par2) {
        int i = (par1 & 0xff000000) >> 24 & 0xff;
        int j = (par2 & 0xff000000) >> 24 & 0xff;
        char c = '\377';

        if (i + j < 255)
        {
            c = '\0';
            i = 1;
            j = 1;
}",3
"public class Gettemperatureatheight {

    public float gettemperatureatheight(float par1, int par2) {
        return par1;
}",1
"public class Tickupdates {

    public boolean tickupdates(boolean par1) {
        return false;
}",1
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3) {
        int i = (int)(par1 % 24000L);
        float f = ((float)i + par3) / 24000F - 0.25F;

        if (f < 0.0F)
        {
            f++;
}",3
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3) {
        return 0.0F;
}",1
"public class Cancoordinatebespawn {

    public boolean cancoordinatebespawn(int par1, int par2) {
        return false;
}",1
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3) {
        return 0.5F;
}",1
"public class Tomapunit {

    public int tomapunit(double l) {
		double DELTA = 360.0D / (1 << 24) / 2; //Correct rounding
		if (l > 0)
			return (int) ((l + DELTA) * (1 << 24)/360);
		else
			return (int) ((l - DELTA) * (1 << 24)/360);
}",2
"public class Todegrees {

    public double todegrees(int val) {
		return (double) val * (360.0 / (1 << 24));
}",1
"public class Getbyteoffset {

    public int getbyteoffset(int boff) {
		return boff/8;
}",1
"public class Getsubtypeortypefromfulltype {

    public int getsubtypeortypefromfulltype(int fullType) {
		return fullType & 0xff;
}",1
"public class Alpharound4 {

    public int alphaRound4(int alpha) {
		int top = (alpha >> 4) & 0xf;
		int low = alpha & 0xf;

		int diff = low-top;
		if (diff > 8)
			top++;
		else if (diff < -8)
			top--;
		return top;
}",3
"public class Toyearcode {

    public byte toyearcode(int y) {
		return (byte) (y - 1900);
}",1
"public class Ispointonline {

    public boolean ispointonline(int x0, int y0, int x1, int y1, int xt, int yt) {
		// this implementation avoids using doubles
		// apply transformation points to change target point to (0,0)
		x0 -= xt;
		y0 -= yt;
		x1 -= xt;
		y1 -= yt;

		// ensure that x0 is smaller than x1 so that we can just check to see if the line intersects the y axispublic easily if(x0 > x1) {
			int xtemp = x0;
			int ytemp = y0;
			x0 = x1;
			y0 = y1;
			x1 = xtemp;
			y1 = ytemp;
}",10
"public class Charflags {

    public int charflags(char cval) {
		int flags = 0;
		if (Character.isLetter(cval) && (Character.getType(cval) & Character.MODIFIER_LETTER) == 0)
			flags = 1;
		if (Character.isDigit(cval))
			flags = 2;
		return flags;
}",4
"public class Converthexdigit {

    public byte converthexdigit( byte b ) {
        if ((b >= '0') && (b <= '9')) return (byte)(b - '0');
        if ((b >= 'a') && (b <= 'f')) return (byte)(b - 'a' + 10);
        if ((b >= 'A') && (b <= 'F')) return (byte)(b - 'A' + 10);
        return 0;
}",7
"public class Dehexchar {

    public int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
}",7
"public class Iswhitespace {

    public boolean iswhitespace(byte byteToCheck) {
        switch (byteToCheck) {
            case ' ' :
            case '\n' :
            case '\r' :
            case '\t' :
                return true;
            default :
                return false;
}",2
"public class Iscontinuationchar {

    public boolean iscontinuationchar(byte b) {
        return -128 <= b && b <= -65;
}",2
"public class Istwobytessequence {

    public boolean istwobytessequence(byte b) {
        return -64 <= b && b <= -33;
}",2
"public class Isthreebytessequence {

    public boolean isthreebytessequence(byte b) {
        return -32 <= b && b <= -17;
}",2
"public class Isfourbytessequence {

    public boolean isfourbytessequence(byte b) {
        return -16 <= b && b <= -9;
}",2
"public class Isfivebytessequence {

    public boolean isfivebytessequence(byte b) {
        return -8 <= b && b <= -5;
}",2
"public class Issixbytessequence {

    public boolean issixbytessequence(byte b) {
        return -4 <= b && b <= -3;
}",2
"public class Sigmoid {

    public double sigmoid(double x) {
        x = 12.0*x - 6.0;
        return (1.0 / (1.0 + Math.exp(-1.0 * x)));
}",1
"public class Pace {

    public double pace(double f) {
        return 2*(f <= 0.5 ? f : (1-f));
}",1
"public class Addchild {

    public int addchild(int parent) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
}",1
"public class Addchildedge {

    public int addchildedge(int parent, int child) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
}",1
"public class Removechild {

    public boolean removechild(int node) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
}",1
"public class Removechildedge {

    public boolean removechildedge(int edge) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
}",1
"public class Addedge {

    public int addedge(int s, int t) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
}",1
"public class Removeedge {

    public boolean removeedge(int edge) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
}",1
"public class Removenode {

    public boolean removenode(int node) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
}",1
"public class Rgba {

    public int rgba(int r, int g, int b, int a) {
        return ((a & 0xFF) << 24) | ((r & 0xFF) << 16)
                | ((g & 0xFF) << 8) | ((b & 0xFF) << 0);
}",1
"public class Rgba {

    public int rgba(float r, float g, float b, float a) {
        return ((((int) (a * 255 + 0.5)) & 0xFF) << 24)
                | ((((int) (r * 255 + 0.5)) & 0xFF) << 16)
                | ((((int) (g * 255 + 0.5)) & 0xFF) << 8)
                | (((int) (b * 255 + 0.5)) & 0xFF);
}",1
"public class Red {

    public int red(int color) {
        return (color >> 16) & 0xFF;
}",1
"public class Green {

    public int green(int color) {
        return (color >> 8) & 0xFF;
}",1
"public class Blue {

    public int blue(int color) {
        return color & 0xFF;
}",1
"public class Alpha {

    public int alpha(int color) {
        return (color >> 24) & 0xFF;
}",1
"public class Desaturate {

    public int desaturate(int c) {
        int a = c & 0xff000000;
        float r = ((c & 0xff0000) >> 16);
        float g = ((c & 0x00ff00) >> 8);
        float b = (c & 0x0000ff);

        r *= 0.2125f; // red band weight
        g *= 0.7154f; // green band weight
        b *= 0.0721f; // blue band weight

        int gray = Math.min(((int) (r + g + b)), 0xff) & 0xff;
        return a | (gray << 16) | (gray << 8) | gray;
}",1
"public class Safesqrt {

    public double safesqrt(double x) {
        return ( x<0 ? -Math.sqrt(-x) : Math.sqrt(x) );
}",1
