Functions,cyclomatic_complexity
"public class ROUNDTO {
/**
	 * (Based on round() in PHP)
	 * @param number - the number to round
	 * @param numPlaces - how many digits after decimal point to leave intact
	 * @return the value of {@code number} rounded to specified number of digits after the decimal point.
	 */
	public static float roundto(float number, int numPlaces)
	{
		if (numPlaces <= 1)
			return Math.round(number);
		
		float exponent = (float) Math.pow(10, numPlaces);
		
		return Math.round(number * exponent) / exponent;
	}
}",2
"public class ISVOWEL {
/**
   * See if string is 'a','e','i','o','u'
   *
   * @return true if is vowel
   */
  private boolean isVowel( char value ) {
    return (value == 'a') ||
           (value == 'e') ||
           (value == 'i') ||
           (value == 'o') ||
           (value == 'u') ;
  }
}",5
"public class NORMALIZE {
/**
   * Called on each token character to normalize it before it is added to the
   * token. The default implementation does nothing. Subclasses may use this to,
   * e.g., lowercase tokens.
   */
  protected int normalize(int c) {
    return c;
  }
}",1
"public class HASH1 {
/**
   * 32-bit FNV Hash Function
   * 
   * @param c input character
   * @return hashcode
   */
  public long hash1(char c) {
    final long p = 1099511628211L;
    long hash = 0xcbf29ce484222325L;
    hash = (hash ^ (c & 0x00FF)) * p;
    hash = (hash ^ (c >> 8)) * p;
    hash += hash << 13;
    hash ^= hash >> 7;
    hash += hash << 3;
    hash ^= hash >> 17;
    hash += hash << 5;
    return hash;
  }
}",1
"public class HASH2 {
/**
   * djb2 hash algorithm，this algorithm (k=33) was first reported by dan
   * bernstein many years ago in comp.lang.c. another version of this algorithm
   * (now favored by bernstein) uses xor: hash(i) = hash(i - 1) * 33 ^ str[i];
   * the magic of number 33 (why it works better than many other constants,
   * prime or not) has never been adequately explained.
   * 
   * @param c character
   * @return hashcode
   */
  public int hash2(char c) {
    int hash = 5381;

    /* hash 33 + c */
    hash = ((hash << 5) + hash) + c & 0x00FF;
    hash = ((hash << 5) + hash) + c >> 8;

    return hash;
  }
}",1
"public class VINTSIZE {
/** Number of bytes to represent an unsigned int as a vint. */
  private static int vIntSize(int x) {
    if ((x & (0xffffffff << (7*1))) == 0 ) {
      return 1;
    }
    if ((x & (0xffffffff << (7*2))) == 0 ) {
      return 2;
    }
    if ((x & (0xffffffff << (7*3))) == 0 ) {
      return 3;
    }
    if ((x & (0xffffffff << (7*4))) == 0 ) {
      return 4;
    }
    return 5;
  }
}",5
"public class GETINT {
/**
     * Returns a <tt>long</tt> for the given document id or throws an
     * {@link UnsupportedOperationException} if this source doesn't support
     * <tt>long</tt> values.
     * 
     * @throws UnsupportedOperationException
     *           if this source doesn't support <tt>long</tt> values.
     */
    public long getint(int docID) {
      throw new UnsupportedOperationException(""ints are not supported"");
    }
}",1
"public class GETFLOAT {
/**
     * Returns a <tt>double</tt> for the given document id or throws an
     * {@link UnsupportedOperationException} if this source doesn't support
     * <tt>double</tt> values.
     * 
     * @throws UnsupportedOperationException
     *           if this source doesn't support <tt>double</tt> values.
     */
    public double getfloat(int docID) {
      throw new UnsupportedOperationException(""floats are not supported"");
    }
}",1
"public class IDF {
/** Implemented as <code>log(1 + (numDocs - docFreq + 0.5)/(docFreq + 0.5))</code>. */
  protected float idf(long docFreq, long numDocs) {
    return (float) Math.log(1 + (numDocs - docFreq + 0.5D)/(docFreq + 0.5D));
  }
}",1
"public class SLOPPYFREQ {
/** Implemented as <code>1 / (distance + 1)</code>. */
  protected float sloppyFreq(int distance) {
    return 1.0f / (distance + 1);
  }
}",1
"public class COORD {
/** Implemented as <code>overlap / maxOverlap</code>. */
  public float coord(int overlap, int maxOverlap) {
    return overlap / (float)maxOverlap;
  }
}",1
"public class QUERYNORM {
/** Implemented as <code>1/sqrt(sumOfSquaredWeights)</code>. */
  public float querynorm(float sumOfSquaredWeights) {
    return (float)(1.0 / Math.sqrt(sumOfSquaredWeights));
  }
}",1
"public class COORD {
/** Hook to integrate coordinate-level matching.
   * <p>
   * By default this is disabled (returns <code>1</code>), as with
   * most modern models this will only skew performance, but some
   * implementations such as {@link TFIDFSimilarity} override this.
   *
   * @param overlap the number of query terms matched in the document
   * @param maxOverlap the total number of terms in the query
   * @return a score factor based on term overlap with the query
   */
  public float coord(int overlap, int maxOverlap) {
    return 1f;
  }
}",1
"public class QUERYNORM {
/** Computes the normalization value for a query given the sum of the
   * normalized weights {@link SimWeight#getValueForNormalization()} of 
   * each of the query terms.  This value is passed back to the 
   * weight ({@link SimWeight#normalize(float, float)} of each query 
   * term, to provide a hook to attempt to make scores from different
   * queries comparable.
   * <p>
   * By default this is disabled (returns <code>1</code>), but some
   * implementations such as {@link TFIDFSimilarity} override this.
   * 
   * @param valueForNormalization the sum of the term normalization values
   * @return a normalization factor for query weights
   */
  public float querynorm(float valueForNormalization) {
    return 1f;
  }
}",1
"public class POP {
/** Returns the number of bits set in the long */
  public static int pop(long x) {
  /* Hacker's Delight 32 bit pop function:
   * http://www.hackersdelight.org/HDcode/newCode/pop_arrayHS.cc
   *
  int pop(unsigned x) {
     x = x - ((x >> 1) & 0x55555555);
     x = (x & 0x33333333) + ((x >> 2) & 0x33333333);
     x = (x + (x >> 4)) & 0x0F0F0F0F;
     x = x + (x >> 8);
     x = x + (x >> 16);
     return x & 0x0000003F;
    }
  ***/

    // 64 bit java version of the C function from above
    x = x - ((x >>> 1) & 0x5555555555555555L);
    x = (x & 0x3333333333333333L) + ((x >>>2 ) & 0x3333333333333333L);
    x = (x + (x >>> 4)) & 0x0F0F0F0F0F0F0F0FL;
    x = x + (x >>> 8);
    x = x + (x >>> 16);
    x = x + (x >>> 32);
    return ((int)x) & 0x7F;
  }
}",1
"public class NTZ3 {
/** returns 0 based index of first set bit
   * <br/> This is an alternate implementation of ntz()
   */
  public static int ntz3(long x) {
   // another implementation taken from Hackers Delight, extended to 64 bits
   // and converted to Java.
   // Many 32 bit ntz algorithms are at http://www.hackersdelight.org/HDcode/ntz.cc
   int n = 1;

   // do the first step as a long, all others as ints.
   int y = (int)x;
   if (y==0) {n+=32; y = (int)(x>>>32); }
   if ((y & 0x0000FFFF) == 0) { n+=16; y>>>=16; }
   if ((y & 0x000000FF) == 0) { n+=8; y>>>=8; }
   if ((y & 0x0000000F) == 0) { n+=4; y>>>=4; }
   if ((y & 0x00000003) == 0) { n+=2; y>>>=2; }
   return n - (y & 1);
  }
}",6
"public class ISPOWEROFTWO {
/** returns true if v is a power of two or zero*/
  public static boolean ispoweroftwo(int v) {
    return ((v & (v-1)) == 0);
  }
}",1
"public class ISPOWEROFTWO {
/** returns true if v is a power of two or zero*/
  public static boolean ispoweroftwo(long v) {
    return ((v & (v-1)) == 0);
  }
}",1
"public class NEXTHIGHESTPOWEROFTWO {
/** returns the next highest power of two, or the current value if it's already a power of two or zero*/
  public static int nexthighestpoweroftwo(int v) {
    v--;
    v |= v >> 1;
    v |= v >> 2;
    v |= v >> 4;
    v |= v >> 8;
    v |= v >> 16;
    v++;
    return v;
  }
}",1
"public class NEXTHIGHESTPOWEROFTWO {
/** returns the next highest power of two, or the current value if it's already a power of two or zero*/
   public static long nexthighestpoweroftwo(long v) {
    v--;
    v |= v >> 1;
    v |= v >> 2;
    v |= v >> 4;
    v |= v >> 8;
    v |= v >> 16;
    v |= v >> 32;
    v++;
    return v;
  }
}",1
"public class BITS2WORDS {
/** returns the number of 64 bit words it would take to hold numBits */
  public static int bits2words(int numBits) {
    int numLong = numBits >>> 6;
    if ((numBits & 63) != 0) {
      numLong++;
    }
    return numLong;
  }
}",2
"public class LOG {
/**
   * Returns {@code x <= 0 ? 0 : Math.floor(Math.log(x) / Math.log(base))}
   * @param base must be {@code > 1}
   */
  public static int log(long x, int base) {
    if (base <= 1) {
      throw new IllegalArgumentException(""base must be > 1"");
    }
    int ret = 0;
    while (x >= base) {
      x /= base;
      ret++;
    }
    return ret;
  }
}",3
"public class ISLETTERORDIGIT {
/**
   * Checks whether a character is a letter or digit (ascii) which are defined in the spec.
   */
  private static boolean isLetterOrDigit(char c) {
    return ('a' <= c && c <= 'z') || ('A' <= c && c <= 'Z') || ('0' <= c && c <= '9');
  }
}",6
"public class DOUBLETOSORTABLELONG {
/**
   * Converts a <code>double</code> value to a sortable signed <code>long</code>.
   * The value is converted by getting their IEEE 754 floating-point &quot;double format&quot;
   * bit layout and then some bits are swapped, to be able to compare the result as long.
   * By this the precision is not reduced, but the value can easily used as a long.
   * The sort order (including {@link Double#NaN}) is defined by
   * {@link Double#compareTo}; {@code NaN} is greater than positive infinity.
   * @see #sortableLongToDouble
   */
  public static long doubletosortablelong(double val) {
    long f = Double.doubleToLongBits(val);
    if (f<0) f ^= 0x7fffffffffffffffL;
    return f;
  }
}",2
"public class SORTABLELONGTODOUBLE {
/**
   * Converts a sortable <code>long</code> back to a <code>double</code>.
   * @see #doubleToSortableLong
   */
  public static double sortablelongtodouble(long val) {
    if (val<0) val ^= 0x7fffffffffffffffL;
    return Double.longBitsToDouble(val);
  }
}",2
"public class FLOATTOSORTABLEINT {
/**
   * Converts a <code>float</code> value to a sortable signed <code>int</code>.
   * The value is converted by getting their IEEE 754 floating-point &quot;float format&quot;
   * bit layout and then some bits are swapped, to be able to compare the result as int.
   * By this the precision is not reduced, but the value can easily used as an int.
   * The sort order (including {@link Float#NaN}) is defined by
   * {@link Float#compareTo}; {@code NaN} is greater than positive infinity.
   * @see #sortableIntToFloat
   */
  public static int floattosortableint(float val) {
    int f = Float.floatToIntBits(val);
    if (f<0) f ^= 0x7fffffff;
    return f;
  }
}",2
"public class SORTABLEINTTOFLOAT {
/**
   * Converts a sortable <code>int</code> back to a <code>float</code>.
   * @see #floatToSortableInt
   */
  public static float sortableinttofloat(int val) {
    if (val<0) val ^= 0x7fffffff;
    return Float.intBitsToFloat(val);
  }
}",2
"public class BITS2WORDS {
/** returns the number of 64 bit words it would take to hold numBits */
  public static int bits2words(long numBits) {
   return (int)(((numBits-1)>>>6)+1);
  }
}",1
"public class FLOATTOBYTE {
/** Converts a 32 bit float to an 8 bit float.
   * <br>Values less than zero are all mapped to zero.
   * <br>Values are truncated (rounded down) to the nearest 8 bit value.
   * <br>Values between zero and the smallest representable value
   *  are rounded up.
   *
   * @param f the 32 bit float to be converted to an 8 bit float (byte)
   * @param numMantissaBits the number of mantissa bits to use in the byte, with the remainder to be used in the exponent
   * @param zeroExp the zero-point in the range of exponent values
   * @return the 8 bit float representation
   */
  public static byte floattobyte(float f, int numMantissaBits, int zeroExp) {
    // Adjustment from a float zero exponent to our zero exponent,
    // shifted over to our exponent position.
    int fzero = (63-zeroExp)<<numMantissaBits;
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-numMantissaBits);
    if (smallfloat <= fzero) {
      return (bits<=0) ?
        (byte)0   // negative numbers and zero both map to 0 byte
       :(byte)1;  // underflow is mapped to smallest non-zero number.
    } else if (smallfloat >= fzero + 0x100) {
      return -1;  // overflow maps to largest number
    } else {
      return (byte)(smallfloat - fzero);
    }
  }
}",3
"public class BYTETOFLOAT {
/** Converts an 8 bit float to a 32 bit float. */
  public static float bytetofloat(byte b, int numMantissaBits, int zeroExp) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-numMantissaBits);
    bits += (63-zeroExp) << 24;
    return Float.intBitsToFloat(bits);
  }
}",2
"public class FLOATTOBYTE315 {
/** floatToByte(b, mantissaBits=3, zeroExponent=15)
   * <br>smallest non-zero value = 5.820766E-10
   * <br>largest value = 7.5161928E9
   * <br>epsilon = 0.125
   */
  public static byte floattobyte315(float f) {
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-3);
    if (smallfloat <= ((63-15)<<3)) {
      return (bits<=0) ? (byte)0 : (byte)1;
    }
    if (smallfloat >= ((63-15)<<3) + 0x100) {
      return -1;
    }
    return (byte)(smallfloat - ((63-15)<<3));
 }
}",3
"public class BYTE315TOFLOAT {
/** byteToFloat(b, mantissaBits=3, zeroExponent=15) */
  public static float byte315tofloat(byte b) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-3);
    bits += (63-15) << 24;
    return Float.intBitsToFloat(bits);
  }
}",2
"public class FLOATTOBYTE52 {
/** floatToByte(b, mantissaBits=5, zeroExponent=2)
   * <br>smallest nonzero value = 0.033203125
   * <br>largest value = 1984.0
   * <br>epsilon = 0.03125
   */
  public static byte floattobyte52(float f) {
    int bits = Float.floatToRawIntBits(f);
    int smallfloat = bits >> (24-5);
    if (smallfloat <= (63-2)<<5) {
      return (bits<=0) ? (byte)0 : (byte)1;
    }
    if (smallfloat >= ((63-2)<<5) + 0x100) {
      return -1;
    }
    return (byte)(smallfloat - ((63-2)<<5));
  }
}",3
"public class BYTE52TOFLOAT {
/** byteToFloat(b, mantissaBits=5, zeroExponent=2) */
  public static float byte52tofloat(byte b) {
    // on Java1.5 & 1.6 JVMs, prebuilding a decoding array and doing a lookup
    // is only a little bit faster (anywhere from 0% to 7%)
    if (b == 0) return 0.0f;
    int bits = (b&0xff) << (24-5);
    bits += (63-2) << 24;
    return Float.intBitsToFloat(bits);
  }
}",2
"public class ISSUPPORTED {
/**
     * Tests whether the provided number of bits per value is supported by the
     * format.
     */
    public boolean issupported(int bitsPerValue) {
      return bitsPerValue >= 1 && bitsPerValue <= 64;
    }
}",2
"public class BITSREQUIRED {
/** Returns how many bits are required to hold values up
   *  to and including maxValue
   * @param maxValue the maximum value that should be representable.
   * @return the amount of bits needed to represent values from 0 to maxValue.
   * @lucene.internal
   */
  public static int bitsrequired(long maxValue) {
    if (maxValue < 0) {
      throw new IllegalArgumentException(""maxValue must be non-negative (got: "" + maxValue + "")"");
    }
    return Math.max(1, 64 - Long.numberOfLeadingZeros(maxValue));
  }
}",2
"public class MAXVALUE {
/**
   * Calculates the maximum unsigned long that can be expressed with the given
   * number of bits.
   * @param bitsPerValue the number of bits available for any given value.
   * @return the maximum value for the given bits.
   * @lucene.internal
   */
  public static long maxvalue(int bitsPerValue) {
    return bitsPerValue == 64 ? Long.MAX_VALUE : ~(~0L << bitsPerValue);
  }
}",1
"public class INDEXFOR {
/**
   * Returns index for hash code h. 
   */
  static int indexFor(int h, int length) {
    return h & (length - 1);
  }
}",1
"public class INDEXFOR {
/**
   * Returns index for hash code h.
   */
  static int indexFor(int h, int length) {
    return h & (length - 1);
  }
}",1
"public class BYTESNEEDED {
/**
   * Returns the number of bytes needed to encode {@code number}.
   * @param number The number whose encoded length is needed.
   * @return The number of bytes needed to encode {@code number}.
   */
  public static int bytesneeded(int number) {
    if ((number & ~0x7F) == 0) {
      return 1;
    } else if ((number & ~0x3FFF) == 0) {
      return 2;
    } else if ((number & ~0x1FFFFF) == 0) {
      return 3;
    } else if ((number & ~0xFFFFFFF) == 0) {
      return 4;
    } else {
      return 5;
    }
  }
}",5
"public class EXISTS {
/** Returns true if there is a value for this document */
  public boolean exists(int doc) {
    return true;
  }
}",1
"public class ORDVAL {
/**
   * @param doc The doc to retrieve to sort ordinal for
   * @return the sort ordinal for the specified doc
   * TODO: Maybe we can just use intVal for this...
   */
  public int ordval(int doc) { throw new UnsupportedOperationException(); }
}",1
"public class DECODEWEIGHT {
/** cost -> weight */
  private static int decodeWeight(long encoded) {
    return (int)(Integer.MAX_VALUE - encoded);
  }
}",1
"public class ENCODEWEIGHT {
/** weight -> cost */
  private static int encodeWeight(long value) {
    if (value < 0 || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
    }
    return Integer.MAX_VALUE - (int)value;
  }
}",3
"public class ENCODEWEIGHT {
/** weight -> cost */
  private static int encodeWeight(long value) {
    if (value < Integer.MIN_VALUE || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
    }
    return (int)value;
  }
}",3
"public class DECODEWEIGHT {
/** cost -> weight */
  private static int decodeWeight(long encoded) {
    return (int)(Integer.MAX_VALUE - encoded);
  }
}",1
"public class ENCODEWEIGHT {
/** weight -> cost */
  private static int encodeWeight(long value) {
    if (value < 0 || value > Integer.MAX_VALUE) {
      throw new UnsupportedOperationException(""cannot encode value: "" + value);
    }
    return Integer.MAX_VALUE - (int)value;
  }
}",3
"public class COMPARECHARSALPHABETICALLY {
/**
   * Compares characters by alfabetical order.
   * 
   *@param cCompare2
   *          The first char in the comparison.
   *@param cRef
   *          The second char in the comparison.
   *@return A negative number, 0 or a positive number if the second char is
   *         less, equal or greater.
   */
  private static int compareCharsAlphabetically(char cCompare2, char cRef) {
    return Character.toLowerCase(cCompare2) - Character.toLowerCase(cRef);
  }
}",1
"public class CONVERTAMOUNT {
/**
   * Performs a currency conversion & unit conversion.
   *
   * @param exchangeRate         Exchange rate to apply.
   * @param sourceFractionDigits The fraction digits of the source.
   * @param sourceAmount         The source amount.
   * @param targetFractionDigits The fraction digits of the target.
   * @return The converted indexable units after the exchange rate and currency fraction digits are applied.
   */
  public static long convertamount(final double exchangeRate, final int sourceFractionDigits, final long sourceAmount, final int targetFractionDigits) {
    int digitDelta = targetFractionDigits - sourceFractionDigits;
    double value = ((double) sourceAmount * exchangeRate);

    if (digitDelta != 0) {
      if (digitDelta < 0) {
        for (int i = 0; i < -digitDelta; i++) {
          value *= 0.1;
        }
      } else {
        for (int i = 0; i < digitDelta; i++) {
          value *= 10.0;
        }
      }
    }

    return (long) value;
  }
}",5
"public class GETMAX {
/**
   * Returns offset + len if len equals zero or higher. Otherwise returns max.
   *
   * @param offset The offset
   * @param len    The number of documents to return
   * @param max    The number of document to return if len < 0 or if offset + len < 0
   * @return offset + len if len equals zero or higher. Otherwise returns max
   */
  int getMax(int offset, int len, int max) {
    int v = len < 0 ? max : offset + len;
    if (v < 0 || v > max) v = max;
    return v;
  }
}",3
"public class SECONDSTOTICKS {
/**
     * Returns the number of ticks a timer torch (and perhaps delay torch) should wait
     * before reverting.  Not using system clock, because lag will throw off calculations.
     * @param seconds number of seconds in 0.0
     * @return the number of ticks in the given number of seconds.
     */
    public static long secondstoticks(double seconds){
        double t = seconds * 20; //20 ticks per second, in an ideal world.
        return Math.round(t);
    }
}",1
"public class BINROOT {
/**
     * Bin root - a binary search for a square root.
     * I wrote this purely to check my recollection
     * of how this kind of search can be used to invert
     * functions.
     */

    private static double binRoot(double x) {
        double eps = 0.0001; // accuracy
        // do a binary search for it
        // find the square root of x using a binary search
        double lower = 0.0;
        double upper = x;
        double mid = 0.0;


        for (int i = 0; i < 100; i++) {
            mid = (lower + upper) / 2;
            // each time, if mid is too big
            // fix lower to mid
            // else fix upper to mid

            double cur = mid * mid;
            if (Math.abs(x - cur) < eps) {
                // System.out.println(""Converged to "" + cur + "" in "" + i + "" iterations"");
                return mid;
            }

            if (cur < x) // mid too small
                lower = mid;
            else // mid too big
                upper = mid;
        }
        return mid;
    }
}",4
"public class SQR {
/**
     * Calculates the square of a double.
     *
     * @return Returns x*x
     */

    public static double sqr(double x) {
        return x * x;
    }
}",1
"public class VOCALTRACTCOMPENSATION {
/**
     * Compensation of the vocal tract influence
     * @param freq
     * @param formant
     * @param bandWidth
     * @return
     */   
    public double vocaltractcompensation(double freq, double formant, double bandWidth){
      double num, denom, aux, val;     
      aux = Math.pow((bandWidth/2), 2.0);
      num = Math.pow(formant, 2.0) + aux;
      denom = Math.sqrt( ( Math.pow((freq-formant), 2.0) + aux )*( Math.pow((freq+formant), 2.0) + aux) );
      val = (num/denom);
      if(val > 0.0)
        return (20 * Math.log10(val));
      else{
        System.out.println(""vocalTractCompensation: warning value < 0.0"");
        return 0.0;
      }      
    }
}",2
"public class SHORTTOULAW {
/**
     * Convert a short to ulaw format
     * 
     * @param sample the short to convert
     *
     * @return a short containing an unsigned 8-bit quantity
     *          representing the ulaw
     */
    public static byte shorttoulaw(short sample) {
        final int[] exp_lut = {0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,
                                   4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
                                   7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7};

        int sign, exponent, mantissa;
        short ulawbyte;

        final short CLIP = 32635;
        final short BIAS = 0x0084;

        /* Get the sample into sign-magnitude. */
        sign = (sample >> 8) & 0x80; /* set aside the sign */
        if ( sign != 0 ) {
            sample = (short) -sample; /* get magnitude */
        }
        if ( sample > CLIP ) sample = CLIP; /* clip the magnitude */

        /* Convert from 16 bit linear to ulaw. */
        sample = (short) (sample + BIAS);
        exponent = exp_lut[( sample >> 7 ) & 0xFF];
        mantissa = ( sample >> ( exponent + 3 ) ) & 0x0F;
        ulawbyte = (short)
            ((~ ( sign | ( exponent << 4 ) | mantissa)) & 0x00FF);
        if ( ulawbyte == 0 ) ulawbyte = 0x02; /* optional CCITT trap */
        // Now ulawbyte is an unsigned 8-bit entity.
        // Return as a (signed) byte:
        return (byte) (ulawbyte-128);
    }
}",4
"public class ULAWTOSHORT {
/**
     * Convert a ulaw format to short
     * 
     * @param ulaw a (signed) byte which, after converting into a short and
     * adding 128, will be an unsigned 8-but quantity representing a ulaw
     *
     * @return the short equivalent of the ulaw
     */
    public static short ulawtoshort(byte ulaw) {
        short ulawbyte = (short) (ulaw + 128);
        final int[] exp_lut = { 0, 132, 396, 924, 1980, 4092, 8316, 16764 };
        int sign, exponent, mantissa;
        short sample;

        ulawbyte = (short) (ulawbyte & 0x00FF);
        ulawbyte = (short) (~ulawbyte);
        sign = ( ulawbyte & ((short) 0x80) );
        exponent = (int) ( (ulawbyte & (short) 0x00FF) >> 4 ) & 0x07;
        mantissa = ulawbyte & (short) 0x0F;
        sample = (short) (exp_lut[exponent] + (mantissa << (exponent + 3)));
        if ( sign != 0 ) sample = (short) (-sample);

        return sample;
    }
}",2
"public class QUANTIZE {
/**
     * Quantize a float variable over the 16bits signed short range
     * 
     * @param f the float to quantize
     * @param min the minimum possible value for variable f
     * @param range the possible range for variable f
     * 
     * @return the 16bits signed codeword, returned as a signed short
     * 
     * @author Sacha K.
     */
    public static short quantize( float f, float fMin, float fRange ) {
        return( (short)( ( (double)f - (double)fMin ) * 65535.0/((double)fRange) - 32768.0) );
    }
}",1
"public class UNQUANTIZE {
/**
     * Unquantize a 16bits signed short over a float range
     * 
     * @param s the 16bits signed codeword
     * @param min the minimum possible value for variable f
     * @param range the possible range for variable f
     * 
     * @return the corresponding float value
     * 
     * @author Sacha K.
     */
    public static float unquantize( short s, float fMin, float fRange ) {
        return( (float)( ((double)(s) + 32768.0) * (double)fRange / 65535.0 - (double)fMin ) );
    }
}",1
"public class ISLETTERORMODIFIER {
/**
     * Determine whether the given codepoint is either a letter or
     * a modifier according to the Unicode standard. More precisely,
     * this returns true if codepoint belongs to one of the following categories
     * as defined at http://unicode.org/Public/UNIDATA/UCD.html#General_Category_Values:
     * <ul>
     * <li>Lu   Letter, Uppercase</li>
     * <li>Ll  Letter, Lowercase</li>
     * <li>Lt  Letter, Titlecase</li>
     * <li>Lm  Letter, Modifier</li>
     * <li>Lo  Letter, Other</li>
     * <li>Mn  Mark, Nonspacing</li>
     * <li>Mc  Mark, Spacing Combining</li>
     * <li>Me  Mark, Enclosing</li>
     * </ul>
     * Whether a given character is associated with this category can be looked up
     * at http://unicode.org/Public/UNIDATA/UnicodeData.txt
     * @param codePoint the unicode codepoint as determined e.g. by String.codePointAt().
     * @return true if the above condition is met, false otherwise
     */
    public static boolean isletterormodifier(int codePoint)
    {
        int type = Character.getType(codePoint);
        return type == Character.UPPERCASE_LETTER
            || type == Character.LOWERCASE_LETTER
            || type == Character.TITLECASE_LETTER
            || type == Character.MODIFIER_LETTER
            || type == Character.OTHER_LETTER
            || type == Character.NON_SPACING_MARK
            || type == Character.COMBINING_SPACING_MARK
            || type == Character.ENCLOSING_MARK;
    }
}",8
"public class ISDIGIT {
/**
     * Returns true if the given character is a digit (0-9 only).
     *
     * @param ch the character to test
     *
     * @return true or false
     */
    public static boolean isdigit(char ch) {
	return ('0' <= ch && ch <= '9');
    }
}",2
"public class ISLETTER {
/**
     * Returns true if the given character is a letter (a-z or A-Z).
     * 
     * @param ch
     *            the character to test
     * 
     * @return true or false
     */
    private static boolean isLetter(char ch) {
        return (('a' <= ch && ch <= 'z') || ('A' <= ch && ch <= 'Z'));
    }
}",4
"public class ISUPPERCASELETTER {
/**
     * Returns true if the given character is an uppercase letter (A-Z).
     * 
     * @param ch
     *            the character to test
     * 
     * @return true or false
     */
    private static boolean isUppercaseLetter(char ch) {
        return ('A' <= ch && ch <= 'Z');
    }
}",2
"public class ISLOWERCASELETTER {
/**
     * Returns true if the given character is a lowercase letter (a-z).
     * 
     * @param ch
     *            the character to test
     * 
     * @return true or false
     */
    private static boolean isLowercaseLetter(char ch) {
        return ('a' <= ch && ch <= 'z');
    }
}",2
"public class RAIL {
/**
     * Rails an int. flite never returns an int more than 19 from a feature
     * processor, we duplicate that behavior here so that our tests will match.
     * 
     * @param val
     *            the value to rail
     * 
     * @return val clipped to be between 0 and 19
     */
    private static int rail(int val)
    {
        return val > 19 ? 19 : val;
    }
}",1
"public class BYTESWAP {
/**
     * @see marytts.util.data.audio.WavWriter#byteswap(int)
     */
    protected int byteswap(int val) {
        return (((val & 0xff000000) >>> 24) + ((val & 0x00ff0000) >>> 8) + ((val & 0x0000ff00) << 8) + ((val & 0x000000ff) << 24));
    }
}",1
"public class BYTESWAP {
/**
     * @see marytts.util.data.audio.WavWriter#byteswap(short)
     */
    protected short byteswap(short val) {
        return ((short) ((((int) (val) & 0xff00) >>> 8) + (((int) (val) & 0x00ff) << 8)));
    }
}",1
"public class COST {
/** Cost computation: a simple absolute value of
         * a subtraction. */
        public double cost( double a, double b ) {
            return( a > b ? (a-b) : (b-a) );
            /* (Measuring which one is bigger replaces
             *  a costly Math.abs() operation.) */
        }
}",1
"public class HYPOT {
/** sqrt(a^2 + b^2) without under/overflow. **/



   public static double hypot(double a, double b) {

      double r;

      if (Math.abs(a) > Math.abs(b)) {

         r = b/a;

         r = Math.abs(a)*Math.sqrt(1+r*r);

      } else if (b != 0) {

         r = a/b;

         r = Math.abs(b)*Math.sqrt(1+r*r);

      } else {

         r = 0.0;

      }

      return r;

   }
}",3
"public class BANDWIDTH2KERNELLENGTH {
/**
     * Convert from normalisedTransitionBandwidth to filter kernel length,
     * using the approximate formula l = 4/bw. 
     * @param normalisedTransitionBandwidth
     * @return the corresponding filter kernel length (guaranteed to be an odd number).
     */
    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
